carriers,locs,techs,timesteps,capacity_factor
Power,CSUD,Hydroror_PP_ex,2019-04-03 18:00:00,0.702872462
Power,CSUD,Hydroror_PP_ex,2019-04-03 19:00:00,0.702557855
Power,CSUD,Hydroror_PP_ex,2019-04-03 20:00:00,0.701565244
Power,CSUD,Hydroror_PP_ex,2019-04-03 21:00:00,0.701258945
Power,CSUD,Hydroror_PP_ex,2019-04-03 22:00:00,0.701146317
Power,CSUD,Hydroror_PP_ex,2019-04-03 23:00:00,0.701018511
Power,CSUD,Oil_PP_ex,2019-04-01 00:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 01:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 02:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 03:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 04:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 05:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 06:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 07:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 08:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 09:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 10:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 11:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 12:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 13:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 14:00:00,0.4174167761285713
Power,CSUD,Oil_PP_ex,2019-04-01 15:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 16:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 17:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 18:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 19:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 20:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 21:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 22:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-01 23:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 00:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 01:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 02:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 03:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 04:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 05:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 06:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 07:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 08:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 09:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 10:00:00,0.6005280624541562
Power,CSUD,Oil_PP_ex,2019-04-02 11:00:00,0.13416752503822246
Power,CSUD,Oil_PP_ex,2019-04-02 12:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-02 13:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-02 14:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-02 15:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 16:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 17:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 18:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 19:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 20:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 21:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 22:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-02 23:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 00:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 01:00:00,0.998151154371902
Power,CSUD,Oil_PP_ex,2019-04-03 02:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 03:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 04:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 05:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 06:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 07:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 08:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 09:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 10:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 11:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 12:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 13:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 14:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 15:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 16:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 17:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 18:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 19:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 20:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 21:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 22:00:00,1.0
Power,CSUD,Oil_PP_ex,2019-04-03 23:00:00,1.0
Power,CSUD,PHS_PP_ex,2019-04-01 00:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 01:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 02:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 03:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 04:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 05:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 06:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 07:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 08:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 09:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 10:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 11:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 12:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 13:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 14:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 15:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 16:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 17:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 18:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 19:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 20:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 21:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 22:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 23:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 00:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 01:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 02:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 03:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 04:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 05:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 06:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 07:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 08:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 09:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 10:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 11:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 12:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 13:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 14:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 15:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 16:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 17:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 18:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 19:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 20:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 21:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 22:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 23:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 00:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 01:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 02:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 03:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 04:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 05:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 06:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 07:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 08:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 09:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 10:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 11:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 12:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 13:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 14:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 15:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 16:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 17:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 18:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 19:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 20:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 21:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 22:00:00,8.307596055293842e-06
Power,CSUD,PHS_PP_ex,2019-04-03 23:00:00,1.0159525757748366e-07
Power,CSUD,PV_PP_ex,2019-04-01 00:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 01:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 02:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 03:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 04:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 05:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 06:00:00,0.04
Power,CSUD,PV_PP_ex,2019-04-01 07:00:00,0.2
Power,CSUD,PV_PP_ex,2019-04-01 08:00:00,0.419
Power,CSUD,PV_PP_ex,2019-04-01 09:00:00,0.591
Power,CSUD,PV_PP_ex,2019-04-01 10:00:00,0.661
Power,CSUD,PV_PP_ex,2019-04-01 11:00:00,0.64
Power,CSUD,PV_PP_ex,2019-04-01 12:00:00,0.562
Power,CSUD,PV_PP_ex,2019-04-01 13:00:00,0.449
Power,CSUD,PV_PP_ex,2019-04-01 14:00:00,0.34
Power,CSUD,PV_PP_ex,2019-04-01 15:00:00,0.244
Power,CSUD,PV_PP_ex,2019-04-01 16:00:00,0.137
Power,CSUD,PV_PP_ex,2019-04-01 17:00:00,0.039
Power,CSUD,PV_PP_ex,2019-04-01 18:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 19:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 20:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 21:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 22:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 23:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 00:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 01:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 02:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 03:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 04:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 05:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 06:00:00,0.018
Power,CSUD,PV_PP_ex,2019-04-02 07:00:00,0.078
Power,CSUD,PV_PP_ex,2019-04-02 08:00:00,0.165
Power,CSUD,PV_PP_ex,2019-04-02 09:00:00,0.269
Power,CSUD,PV_PP_ex,2019-04-02 10:00:00,0.366
Power,CSUD,PV_PP_ex,2019-04-02 11:00:00,0.417
Power,CSUD,PV_PP_ex,2019-04-02 12:00:00,0.41
Power,CSUD,PV_PP_ex,2019-04-02 13:00:00,0.355
Power,CSUD,PV_PP_ex,2019-04-02 14:00:00,0.274
Power,CSUD,PV_PP_ex,2019-04-02 15:00:00,0.187
Power,CSUD,PV_PP_ex,2019-04-02 16:00:00,0.1
Power,CSUD,PV_PP_ex,2019-04-02 17:00:00,0.029
Power,CSUD,PV_PP_ex,2019-04-02 18:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 19:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 20:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 21:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 22:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 23:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 00:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 01:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 02:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 03:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 04:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 05:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 06:00:00,0.016
Power,CSUD,PV_PP_ex,2019-04-03 07:00:00,0.093
Power,CSUD,PV_PP_ex,2019-04-03 08:00:00,0.234
Power,CSUD,PV_PP_ex,2019-04-03 09:00:00,0.298
Power,CSUD,PV_PP_ex,2019-04-03 10:00:00,0.347
Power,CSUD,PV_PP_ex,2019-04-03 11:00:00,0.383
Power,CSUD,PV_PP_ex,2019-04-03 12:00:00,0.424
Power,CSUD,PV_PP_ex,2019-04-03 13:00:00,0.38
Power,CSUD,PV_PP_ex,2019-04-03 14:00:00,0.277
Power,CSUD,PV_PP_ex,2019-04-03 15:00:00,0.253
Power,CSUD,PV_PP_ex,2019-04-03 16:00:00,0.165
Power,CSUD,PV_PP_ex,2019-04-03 17:00:00,0.054
Power,CSUD,PV_PP_ex,2019-04-03 18:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 19:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 20:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 21:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 22:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 23:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 00:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 01:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 02:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 03:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 04:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 05:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 06:00:00,0.04
Power,CSUD,PV_roof_ex,2019-04-01 07:00:00,0.2
Power,CSUD,PV_roof_ex,2019-04-01 08:00:00,0.419
Power,CSUD,PV_roof_ex,2019-04-01 09:00:00,0.591
Power,CSUD,PV_roof_ex,2019-04-01 10:00:00,0.661
Power,CSUD,PV_roof_ex,2019-04-01 11:00:00,0.64
Power,CSUD,PV_roof_ex,2019-04-01 12:00:00,0.562
Power,CSUD,PV_roof_ex,2019-04-01 13:00:00,0.449
Power,CSUD,PV_roof_ex,2019-04-01 14:00:00,0.34
Power,CSUD,PV_roof_ex,2019-04-01 15:00:00,0.244
Power,CSUD,PV_roof_ex,2019-04-01 16:00:00,0.137
Power,CSUD,PV_roof_ex,2019-04-01 17:00:00,0.039
Power,CSUD,PV_roof_ex,2019-04-01 18:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 19:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 20:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 21:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 22:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 23:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 00:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 01:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 02:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 03:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 04:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 05:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 06:00:00,0.018
Power,CSUD,PV_roof_ex,2019-04-02 07:00:00,0.078
Power,CSUD,PV_roof_ex,2019-04-02 08:00:00,0.165
Power,CSUD,PV_roof_ex,2019-04-02 09:00:00,0.269
Power,CSUD,PV_roof_ex,2019-04-02 10:00:00,0.366
Power,CSUD,PV_roof_ex,2019-04-02 11:00:00,0.417
Power,CSUD,PV_roof_ex,2019-04-02 12:00:00,0.41
Power,CSUD,PV_roof_ex,2019-04-02 13:00:00,0.355
Power,CSUD,PV_roof_ex,2019-04-02 14:00:00,0.274
Power,CSUD,PV_roof_ex,2019-04-02 15:00:00,0.187
Power,CSUD,PV_roof_ex,2019-04-02 16:00:00,0.1
Power,CSUD,PV_roof_ex,2019-04-02 17:00:00,0.029
Power,CSUD,PV_roof_ex,2019-04-02 18:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 19:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 20:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 21:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 22:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 23:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 00:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 01:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 02:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 03:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 04:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 05:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 06:00:00,0.016
Power,CSUD,PV_roof_ex,2019-04-03 07:00:00,0.093
Power,CSUD,PV_roof_ex,2019-04-03 08:00:00,0.234
Power,CSUD,PV_roof_ex,2019-04-03 09:00:00,0.298
Power,CSUD,PV_roof_ex,2019-04-03 10:00:00,0.347
Power,CSUD,PV_roof_ex,2019-04-03 11:00:00,0.383
Power,CSUD,PV_roof_ex,2019-04-03 12:00:00,0.424
Power,CSUD,PV_roof_ex,2019-04-03 13:00:00,0.38
Power,CSUD,PV_roof_ex,2019-04-03 14:00:00,0.277
Power,CSUD,PV_roof_ex,2019-04-03 15:00:00,0.253
Power,CSUD,PV_roof_ex,2019-04-03 16:00:00,0.165
Power,CSUD,PV_roof_ex,2019-04-03 17:00:00,0.054
Power,CSUD,PV_roof_ex,2019-04-03 18:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 19:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 20:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 21:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 22:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 23:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 00:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 01:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 02:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 03:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 04:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 05:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 06:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 07:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 08:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 09:00:00,0.0014467060737929395
Power,CSUD,Trans:CNOR,2019-04-01 10:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 11:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 12:00:00,0.1614608386059228
Power,CSUD,Trans:CNOR,2019-04-01 13:00:00,0.2189933404243904
Power,CSUD,Trans:CNOR,2019-04-01 14:00:00,0.14728567991975902
Power,CSUD,Trans:CNOR,2019-04-01 15:00:00,0.020909938717594494
Power,CSUD,Trans:CNOR,2019-04-01 16:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 17:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 18:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 19:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 20:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 21:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 22:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 23:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 00:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 01:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 02:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 03:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 04:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 05:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 06:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 07:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 08:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 09:00:00,0.012724707167547524
Power,CSUD,Trans:CNOR,2019-04-02 10:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 11:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 12:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 13:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 14:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 15:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 16:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 17:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 18:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 19:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 20:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 21:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 22:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-02 23:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 00:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 01:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 02:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 03:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 04:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 05:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 06:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 07:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 08:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 09:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 10:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 11:00:00,0.0071603194957547715
Power,CSUD,Trans:CNOR,2019-04-03 12:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 13:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 14:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 15:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 16:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 17:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 18:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 19:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 20:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 21:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 22:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-03 23:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 00:00:00,0.040227129952802455
Power,CSUD,Trans:SARD,2019-04-01 01:00:00,0.09288691248248976
Power,CSUD,Trans:SARD,2019-04-01 02:00:00,0.13962724552666633
Power,CSUD,Trans:SARD,2019-04-01 03:00:00,0.13545196187176942
Power,CSUD,Trans:SARD,2019-04-01 04:00:00,0.10835452291040118
Power,CSUD,Trans:SARD,2019-04-01 05:00:00,0.013638150967902968
Power,CSUD,Trans:SARD,2019-04-01 06:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 07:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 08:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 09:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 10:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 11:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 12:00:00,0.021341729946139535
Power,CSUD,Trans:SARD,2019-04-01 13:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 14:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 15:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 16:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 17:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 18:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 19:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 20:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 21:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 22:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-01 23:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 00:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 01:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 02:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 03:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 04:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 05:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 06:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 07:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 08:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-02 09:00:00,0.018963705345123157
Power,CSUD,Trans:SARD,2019-04-02 10:00:00,0.15581036903982665
Power,CSUD,Trans:SARD,2019-04-02 11:00:00,0.19210146003239428
Power,CSUD,Trans:SARD,2019-04-02 12:00:00,0.3198712543329701
