locs,techs,timesteps,resource
CNOR,demand_power,2019-04-03 09:00:00,-4253722.25
CNOR,demand_power,2019-04-03 10:00:00,-4113771.75
CNOR,demand_power,2019-04-03 11:00:00,-3846258.25
CNOR,demand_power,2019-04-03 12:00:00,-3737290.0
CNOR,demand_power,2019-04-03 13:00:00,-3861386.75
CNOR,demand_power,2019-04-03 14:00:00,-3875241.25
CNOR,demand_power,2019-04-03 15:00:00,-3822078.5
CNOR,demand_power,2019-04-03 16:00:00,-3665631.0
CNOR,demand_power,2019-04-03 17:00:00,-3499464.25
CNOR,demand_power,2019-04-03 18:00:00,-3501849.75
CNOR,demand_power,2019-04-03 19:00:00,-3548855.75
CNOR,demand_power,2019-04-03 20:00:00,-3291969.0
CNOR,demand_power,2019-04-03 21:00:00,-2980222.25
CNOR,demand_power,2019-04-03 22:00:00,-2721003.5
CNOR,demand_power,2019-04-03 23:00:00,-2494176.75
CSUD,Hydrodam_PP_ex,2019-04-01 00:00:00,0.320608146
CSUD,Hydrodam_PP_ex,2019-04-01 01:00:00,0.320389176
CSUD,Hydrodam_PP_ex,2019-04-01 02:00:00,0.320286453
CSUD,Hydrodam_PP_ex,2019-04-01 03:00:00,0.319415336
CSUD,Hydrodam_PP_ex,2019-04-01 04:00:00,0.319319363
CSUD,Hydrodam_PP_ex,2019-04-01 05:00:00,0.319101527
CSUD,Hydrodam_PP_ex,2019-04-01 06:00:00,0.318533556
CSUD,Hydrodam_PP_ex,2019-04-01 07:00:00,0.318464648
CSUD,Hydrodam_PP_ex,2019-04-01 08:00:00,0.318368992
CSUD,Hydrodam_PP_ex,2019-04-01 09:00:00,0.31829761
CSUD,Hydrodam_PP_ex,2019-04-01 10:00:00,0.319433935
CSUD,Hydrodam_PP_ex,2019-04-01 11:00:00,0.364750108
CSUD,Hydrodam_PP_ex,2019-04-01 12:00:00,0.389445882
CSUD,Hydrodam_PP_ex,2019-04-01 13:00:00,0.386465247
CSUD,Hydrodam_PP_ex,2019-04-01 14:00:00,0.408402121
CSUD,Hydrodam_PP_ex,2019-04-01 15:00:00,0.331873148
CSUD,Hydrodam_PP_ex,2019-04-01 16:00:00,0.322856394
CSUD,Hydrodam_PP_ex,2019-04-01 17:00:00,0.321695559
CSUD,Hydrodam_PP_ex,2019-04-01 18:00:00,0.320189446
CSUD,Hydrodam_PP_ex,2019-04-01 19:00:00,0.319186295
CSUD,Hydrodam_PP_ex,2019-04-01 20:00:00,0.318406343
CSUD,Hydrodam_PP_ex,2019-04-01 21:00:00,0.320884397
CSUD,Hydrodam_PP_ex,2019-04-01 22:00:00,0.320599927
CSUD,Hydrodam_PP_ex,2019-04-01 23:00:00,0.324767051
CSUD,Hydrodam_PP_ex,2019-04-02 00:00:00,0.325523898
CSUD,Hydrodam_PP_ex,2019-04-02 01:00:00,0.318516366
CSUD,Hydrodam_PP_ex,2019-04-02 02:00:00,0.317198534
CSUD,Hydrodam_PP_ex,2019-04-02 03:00:00,0.316997789
CSUD,Hydrodam_PP_ex,2019-04-02 04:00:00,0.31515339
CSUD,Hydrodam_PP_ex,2019-04-02 05:00:00,0.315139172
CSUD,Hydrodam_PP_ex,2019-04-02 06:00:00,0.436523526
CSUD,Hydrodam_PP_ex,2019-04-02 07:00:00,0.369930752
CSUD,Hydrodam_PP_ex,2019-04-02 08:00:00,0.326271935
CSUD,Hydrodam_PP_ex,2019-04-02 09:00:00,0.339493854
CSUD,Hydrodam_PP_ex,2019-04-02 10:00:00,0.350727201
CSUD,Hydrodam_PP_ex,2019-04-02 11:00:00,0.482787082
CSUD,Hydrodam_PP_ex,2019-04-02 12:00:00,0.917124529
CSUD,Hydrodam_PP_ex,2019-04-02 13:00:00,0.664333762
CSUD,Hydrodam_PP_ex,2019-04-02 14:00:00,0.40842571
CSUD,Hydrodam_PP_ex,2019-04-02 15:00:00,0.326072599
CSUD,Hydrodam_PP_ex,2019-04-02 16:00:00,0.321196327
CSUD,Hydrodam_PP_ex,2019-04-02 17:00:00,0.329959192
CSUD,Hydrodam_PP_ex,2019-04-02 18:00:00,0.468114257
CSUD,Hydrodam_PP_ex,2019-04-02 19:00:00,0.551474429
CSUD,Hydrodam_PP_ex,2019-04-02 20:00:00,0.53525788
CSUD,Hydrodam_PP_ex,2019-04-02 21:00:00,0.445266733
CSUD,Hydrodam_PP_ex,2019-04-02 22:00:00,0.393647568
CSUD,Hydrodam_PP_ex,2019-04-02 23:00:00,0.364313986
CSUD,Hydrodam_PP_ex,2019-04-03 00:00:00,0.339793963
CSUD,Hydrodam_PP_ex,2019-04-03 01:00:00,0.366732981
CSUD,Hydrodam_PP_ex,2019-04-03 02:00:00,0.327278181
CSUD,Hydrodam_PP_ex,2019-04-03 03:00:00,0.35214934
CSUD,Hydrodam_PP_ex,2019-04-03 04:00:00,0.312231185
CSUD,Hydrodam_PP_ex,2019-04-03 05:00:00,0.312033349
CSUD,Hydrodam_PP_ex,2019-04-03 06:00:00,0.311715731
CSUD,Hydrodam_PP_ex,2019-04-03 07:00:00,0.31163558
CSUD,Hydrodam_PP_ex,2019-04-03 08:00:00,0.328772194
CSUD,Hydrodam_PP_ex,2019-04-03 09:00:00,0.320155902
CSUD,Hydrodam_PP_ex,2019-04-03 10:00:00,0.318413331
CSUD,Hydrodam_PP_ex,2019-04-03 11:00:00,0.315059524
CSUD,Hydrodam_PP_ex,2019-04-03 12:00:00,0.313589062
CSUD,Hydrodam_PP_ex,2019-04-03 13:00:00,0.310859894
CSUD,Hydrodam_PP_ex,2019-04-03 14:00:00,0.315054447
CSUD,Hydrodam_PP_ex,2019-04-03 15:00:00,0.3253533
CSUD,Hydrodam_PP_ex,2019-04-03 16:00:00,0.323058965
CSUD,Hydrodam_PP_ex,2019-04-03 17:00:00,0.321146763
CSUD,Hydrodam_PP_ex,2019-04-03 18:00:00,0.313563494
CSUD,Hydrodam_PP_ex,2019-04-03 19:00:00,0.310021341
CSUD,Hydrodam_PP_ex,2019-04-03 20:00:00,0.309795911
CSUD,Hydrodam_PP_ex,2019-04-03 21:00:00,0.309690007
CSUD,Hydrodam_PP_ex,2019-04-03 22:00:00,0.309134995
CSUD,Hydrodam_PP_ex,2019-04-03 23:00:00,0.309134995
CSUD,Hydroror_PP_ex,2019-04-01 00:00:00,0.736997816
CSUD,Hydroror_PP_ex,2019-04-01 01:00:00,0.737491625
CSUD,Hydroror_PP_ex,2019-04-01 02:00:00,0.736854597
CSUD,Hydroror_PP_ex,2019-04-01 03:00:00,0.736401445
CSUD,Hydroror_PP_ex,2019-04-01 04:00:00,0.734406218
CSUD,Hydroror_PP_ex,2019-04-01 05:00:00,0.733316911
CSUD,Hydroror_PP_ex,2019-04-01 06:00:00,0.732985996
CSUD,Hydroror_PP_ex,2019-04-01 07:00:00,0.732057226
CSUD,Hydroror_PP_ex,2019-04-01 08:00:00,0.731557518
CSUD,Hydroror_PP_ex,2019-04-01 09:00:00,0.735417729
CSUD,Hydroror_PP_ex,2019-04-01 10:00:00,0.746707238
CSUD,Hydroror_PP_ex,2019-04-01 11:00:00,0.780274151
CSUD,Hydroror_PP_ex,2019-04-01 12:00:00,0.816816278
CSUD,Hydroror_PP_ex,2019-04-01 13:00:00,0.827800864
CSUD,Hydroror_PP_ex,2019-04-01 14:00:00,0.832862746
CSUD,Hydroror_PP_ex,2019-04-01 15:00:00,0.776349324
CSUD,Hydroror_PP_ex,2019-04-01 16:00:00,0.751650047
CSUD,Hydroror_PP_ex,2019-04-01 17:00:00,0.746467495
CSUD,Hydroror_PP_ex,2019-04-01 18:00:00,0.733280153
CSUD,Hydroror_PP_ex,2019-04-01 19:00:00,0.731877872
CSUD,Hydroror_PP_ex,2019-04-01 20:00:00,0.733330506
CSUD,Hydroror_PP_ex,2019-04-01 21:00:00,0.744273629
CSUD,Hydroror_PP_ex,2019-04-01 22:00:00,0.739377212
CSUD,Hydroror_PP_ex,2019-04-01 23:00:00,0.744675055
CSUD,Hydroror_PP_ex,2019-04-02 00:00:00,0.743840473
CSUD,Hydroror_PP_ex,2019-04-02 01:00:00,0.728858635
CSUD,Hydroror_PP_ex,2019-04-02 02:00:00,0.727659568
CSUD,Hydroror_PP_ex,2019-04-02 03:00:00,0.731490857
CSUD,Hydroror_PP_ex,2019-04-02 04:00:00,0.723715428
CSUD,Hydroror_PP_ex,2019-04-02 05:00:00,0.723113726
CSUD,Hydroror_PP_ex,2019-04-02 06:00:00,0.725618701
CSUD,Hydroror_PP_ex,2019-04-02 07:00:00,0.723257275
CSUD,Hydroror_PP_ex,2019-04-02 08:00:00,0.723324973
CSUD,Hydroror_PP_ex,2019-04-02 09:00:00,0.752110016
CSUD,Hydroror_PP_ex,2019-04-02 10:00:00,0.751930923
CSUD,Hydroror_PP_ex,2019-04-02 11:00:00,0.76850064
CSUD,Hydroror_PP_ex,2019-04-02 12:00:00,0.766375886
CSUD,Hydroror_PP_ex,2019-04-02 13:00:00,0.78894948
CSUD,Hydroror_PP_ex,2019-04-02 14:00:00,0.767432812
CSUD,Hydroror_PP_ex,2019-04-02 15:00:00,0.77891894
CSUD,Hydroror_PP_ex,2019-04-02 16:00:00,0.754210427
CSUD,Hydroror_PP_ex,2019-04-02 17:00:00,0.767538962
CSUD,Hydroror_PP_ex,2019-04-02 18:00:00,0.762758651
CSUD,Hydroror_PP_ex,2019-04-02 19:00:00,0.728439518
CSUD,Hydroror_PP_ex,2019-04-02 20:00:00,0.722101751
CSUD,Hydroror_PP_ex,2019-04-02 21:00:00,0.72841671
CSUD,Hydroror_PP_ex,2019-04-02 22:00:00,0.741030231
CSUD,Hydroror_PP_ex,2019-04-02 23:00:00,0.723439355
CSUD,Hydroror_PP_ex,2019-04-03 00:00:00,0.713021051
CSUD,Hydroror_PP_ex,2019-04-03 01:00:00,0.712587487
CSUD,Hydroror_PP_ex,2019-04-03 02:00:00,0.711602154
CSUD,Hydroror_PP_ex,2019-04-03 03:00:00,0.711474836
CSUD,Hydroror_PP_ex,2019-04-03 04:00:00,0.710927703
CSUD,Hydroror_PP_ex,2019-04-03 05:00:00,0.71048315
CSUD,Hydroror_PP_ex,2019-04-03 06:00:00,0.709183793
CSUD,Hydroror_PP_ex,2019-04-03 07:00:00,0.71033208
CSUD,Hydroror_PP_ex,2019-04-03 08:00:00,0.71173977
CSUD,Hydroror_PP_ex,2019-04-03 09:00:00,0.709727696
CSUD,Hydroror_PP_ex,2019-04-03 10:00:00,0.708368582
CSUD,Hydroror_PP_ex,2019-04-03 11:00:00,0.707677195
CSUD,Hydroror_PP_ex,2019-04-03 12:00:00,0.707070761
CSUD,Hydroror_PP_ex,2019-04-03 13:00:00,0.706204611
CSUD,Hydroror_PP_ex,2019-04-03 14:00:00,0.704196694
CSUD,Hydroror_PP_ex,2019-04-03 15:00:00,0.709560987
CSUD,Hydroror_PP_ex,2019-04-03 16:00:00,0.715398169
CSUD,Hydroror_PP_ex,2019-04-03 17:00:00,0.704781963
CSUD,Hydroror_PP_ex,2019-04-03 18:00:00,0.702872462
CSUD,Hydroror_PP_ex,2019-04-03 19:00:00,0.702557855
CSUD,Hydroror_PP_ex,2019-04-03 20:00:00,0.701565244
CSUD,Hydroror_PP_ex,2019-04-03 21:00:00,0.701258945
CSUD,Hydroror_PP_ex,2019-04-03 22:00:00,0.701146317
CSUD,Hydroror_PP_ex,2019-04-03 23:00:00,0.701018511
CSUD,PHS_PP_ex,2019-04-01 00:00:00,0.320608146
CSUD,PHS_PP_ex,2019-04-01 01:00:00,0.320389176
CSUD,PHS_PP_ex,2019-04-01 02:00:00,0.320286453
CSUD,PHS_PP_ex,2019-04-01 03:00:00,0.319415336
CSUD,PHS_PP_ex,2019-04-01 04:00:00,0.319319363
CSUD,PHS_PP_ex,2019-04-01 05:00:00,0.319101527
CSUD,PHS_PP_ex,2019-04-01 06:00:00,0.318533556
CSUD,PHS_PP_ex,2019-04-01 07:00:00,0.318464648
CSUD,PHS_PP_ex,2019-04-01 08:00:00,0.318368992
CSUD,PHS_PP_ex,2019-04-01 09:00:00,0.31829761
CSUD,PHS_PP_ex,2019-04-01 10:00:00,0.319433935
CSUD,PHS_PP_ex,2019-04-01 11:00:00,0.364750108
CSUD,PHS_PP_ex,2019-04-01 12:00:00,0.389445882
CSUD,PHS_PP_ex,2019-04-01 13:00:00,0.386465247
CSUD,PHS_PP_ex,2019-04-01 14:00:00,0.408402121
CSUD,PHS_PP_ex,2019-04-01 15:00:00,0.331873148
CSUD,PHS_PP_ex,2019-04-01 16:00:00,0.322856394
CSUD,PHS_PP_ex,2019-04-01 17:00:00,0.321695559
CSUD,PHS_PP_ex,2019-04-01 18:00:00,0.320189446
CSUD,PHS_PP_ex,2019-04-01 19:00:00,0.319186295
CSUD,PHS_PP_ex,2019-04-01 20:00:00,0.318406343
CSUD,PHS_PP_ex,2019-04-01 21:00:00,0.320884397
CSUD,PHS_PP_ex,2019-04-01 22:00:00,0.320599927
CSUD,PHS_PP_ex,2019-04-01 23:00:00,0.324767051
CSUD,PHS_PP_ex,2019-04-02 00:00:00,0.325523898
CSUD,PHS_PP_ex,2019-04-02 01:00:00,0.318516366
CSUD,PHS_PP_ex,2019-04-02 02:00:00,0.317198534
CSUD,PHS_PP_ex,2019-04-02 03:00:00,0.316997789
CSUD,PHS_PP_ex,2019-04-02 04:00:00,0.31515339
CSUD,PHS_PP_ex,2019-04-02 05:00:00,0.315139172
CSUD,PHS_PP_ex,2019-04-02 06:00:00,0.436523526
CSUD,PHS_PP_ex,2019-04-02 07:00:00,0.369930752
CSUD,PHS_PP_ex,2019-04-02 08:00:00,0.326271935
CSUD,PHS_PP_ex,2019-04-02 09:00:00,0.339493854
CSUD,PHS_PP_ex,2019-04-02 10:00:00,0.350727201
CSUD,PHS_PP_ex,2019-04-02 11:00:00,0.482787082
CSUD,PHS_PP_ex,2019-04-02 12:00:00,0.917124529
CSUD,PHS_PP_ex,2019-04-02 13:00:00,0.664333762
CSUD,PHS_PP_ex,2019-04-02 14:00:00,0.40842571
CSUD,PHS_PP_ex,2019-04-02 15:00:00,0.326072599
CSUD,PHS_PP_ex,2019-04-02 16:00:00,0.321196327
CSUD,PHS_PP_ex,2019-04-02 17:00:00,0.329959192
CSUD,PHS_PP_ex,2019-04-02 18:00:00,0.468114257
CSUD,PHS_PP_ex,2019-04-02 19:00:00,0.551474429
CSUD,PHS_PP_ex,2019-04-02 20:00:00,0.53525788
CSUD,PHS_PP_ex,2019-04-02 21:00:00,0.445266733
CSUD,PHS_PP_ex,2019-04-02 22:00:00,0.393647568
CSUD,PHS_PP_ex,2019-04-02 23:00:00,0.364313986
CSUD,PHS_PP_ex,2019-04-03 00:00:00,0.339793963
CSUD,PHS_PP_ex,2019-04-03 01:00:00,0.366732981
CSUD,PHS_PP_ex,2019-04-03 02:00:00,0.327278181
CSUD,PHS_PP_ex,2019-04-03 03:00:00,0.35214934
CSUD,PHS_PP_ex,2019-04-03 04:00:00,0.312231185
CSUD,PHS_PP_ex,2019-04-03 05:00:00,0.312033349
CSUD,PHS_PP_ex,2019-04-03 06:00:00,0.311715731
CSUD,PHS_PP_ex,2019-04-03 07:00:00,0.31163558
CSUD,PHS_PP_ex,2019-04-03 08:00:00,0.328772194
CSUD,PHS_PP_ex,2019-04-03 09:00:00,0.320155902
CSUD,PHS_PP_ex,2019-04-03 10:00:00,0.318413331
CSUD,PHS_PP_ex,2019-04-03 11:00:00,0.315059524
CSUD,PHS_PP_ex,2019-04-03 12:00:00,0.313589062
CSUD,PHS_PP_ex,2019-04-03 13:00:00,0.310859894
CSUD,PHS_PP_ex,2019-04-03 14:00:00,0.315054447
CSUD,PHS_PP_ex,2019-04-03 15:00:00,0.3253533
CSUD,PHS_PP_ex,2019-04-03 16:00:00,0.323058965
CSUD,PHS_PP_ex,2019-04-03 17:00:00,0.321146763
CSUD,PHS_PP_ex,2019-04-03 18:00:00,0.313563494
CSUD,PHS_PP_ex,2019-04-03 19:00:00,0.310021341
CSUD,PHS_PP_ex,2019-04-03 20:00:00,0.309795911
CSUD,PHS_PP_ex,2019-04-03 21:00:00,0.309690007
CSUD,PHS_PP_ex,2019-04-03 22:00:00,0.309134995
CSUD,PHS_PP_ex,2019-04-03 23:00:00,0.309134995
CSUD,PV_PP_ex,2019-04-01 00:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 01:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 02:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 03:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 04:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 05:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 06:00:00,0.04
CSUD,PV_PP_ex,2019-04-01 07:00:00,0.2
CSUD,PV_PP_ex,2019-04-01 08:00:00,0.419
CSUD,PV_PP_ex,2019-04-01 09:00:00,0.591
CSUD,PV_PP_ex,2019-04-01 10:00:00,0.661
CSUD,PV_PP_ex,2019-04-01 11:00:00,0.64
CSUD,PV_PP_ex,2019-04-01 12:00:00,0.562
CSUD,PV_PP_ex,2019-04-01 13:00:00,0.449
CSUD,PV_PP_ex,2019-04-01 14:00:00,0.34
CSUD,PV_PP_ex,2019-04-01 15:00:00,0.244
CSUD,PV_PP_ex,2019-04-01 16:00:00,0.137
CSUD,PV_PP_ex,2019-04-01 17:00:00,0.039
CSUD,PV_PP_ex,2019-04-01 18:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 19:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 20:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 21:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 22:00:00,0.0
CSUD,PV_PP_ex,2019-04-01 23:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 00:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 01:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 02:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 03:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 04:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 05:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 06:00:00,0.018
CSUD,PV_PP_ex,2019-04-02 07:00:00,0.078
CSUD,PV_PP_ex,2019-04-02 08:00:00,0.165
CSUD,PV_PP_ex,2019-04-02 09:00:00,0.269
CSUD,PV_PP_ex,2019-04-02 10:00:00,0.366
CSUD,PV_PP_ex,2019-04-02 11:00:00,0.417
CSUD,PV_PP_ex,2019-04-02 12:00:00,0.41
CSUD,PV_PP_ex,2019-04-02 13:00:00,0.355
CSUD,PV_PP_ex,2019-04-02 14:00:00,0.274
CSUD,PV_PP_ex,2019-04-02 15:00:00,0.187
CSUD,PV_PP_ex,2019-04-02 16:00:00,0.1
CSUD,PV_PP_ex,2019-04-02 17:00:00,0.029
CSUD,PV_PP_ex,2019-04-02 18:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 19:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 20:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 21:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 22:00:00,0.0
CSUD,PV_PP_ex,2019-04-02 23:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 00:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 01:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 02:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 03:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 04:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 05:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 06:00:00,0.016
CSUD,PV_PP_ex,2019-04-03 07:00:00,0.093
CSUD,PV_PP_ex,2019-04-03 08:00:00,0.234
CSUD,PV_PP_ex,2019-04-03 09:00:00,0.298
CSUD,PV_PP_ex,2019-04-03 10:00:00,0.347
CSUD,PV_PP_ex,2019-04-03 11:00:00,0.383
CSUD,PV_PP_ex,2019-04-03 12:00:00,0.424
CSUD,PV_PP_ex,2019-04-03 13:00:00,0.38
CSUD,PV_PP_ex,2019-04-03 14:00:00,0.277
CSUD,PV_PP_ex,2019-04-03 15:00:00,0.253
CSUD,PV_PP_ex,2019-04-03 16:00:00,0.165
CSUD,PV_PP_ex,2019-04-03 17:00:00,0.054
CSUD,PV_PP_ex,2019-04-03 18:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 19:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 20:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 21:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 22:00:00,0.0
CSUD,PV_PP_ex,2019-04-03 23:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 00:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 01:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 02:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 03:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 04:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 05:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 06:00:00,0.04
CSUD,PV_roof_ex,2019-04-01 07:00:00,0.2
CSUD,PV_roof_ex,2019-04-01 08:00:00,0.419
CSUD,PV_roof_ex,2019-04-01 09:00:00,0.591
CSUD,PV_roof_ex,2019-04-01 10:00:00,0.661
CSUD,PV_roof_ex,2019-04-01 11:00:00,0.64
CSUD,PV_roof_ex,2019-04-01 12:00:00,0.562
CSUD,PV_roof_ex,2019-04-01 13:00:00,0.449
CSUD,PV_roof_ex,2019-04-01 14:00:00,0.34
CSUD,PV_roof_ex,2019-04-01 15:00:00,0.244
CSUD,PV_roof_ex,2019-04-01 16:00:00,0.137
CSUD,PV_roof_ex,2019-04-01 17:00:00,0.039
CSUD,PV_roof_ex,2019-04-01 18:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 19:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 20:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 21:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 22:00:00,0.0
CSUD,PV_roof_ex,2019-04-01 23:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 00:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 01:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 02:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 03:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 04:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 05:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 06:00:00,0.018
CSUD,PV_roof_ex,2019-04-02 07:00:00,0.078
CSUD,PV_roof_ex,2019-04-02 08:00:00,0.165
CSUD,PV_roof_ex,2019-04-02 09:00:00,0.269
CSUD,PV_roof_ex,2019-04-02 10:00:00,0.366
CSUD,PV_roof_ex,2019-04-02 11:00:00,0.417
CSUD,PV_roof_ex,2019-04-02 12:00:00,0.41
CSUD,PV_roof_ex,2019-04-02 13:00:00,0.355
CSUD,PV_roof_ex,2019-04-02 14:00:00,0.274
CSUD,PV_roof_ex,2019-04-02 15:00:00,0.187
CSUD,PV_roof_ex,2019-04-02 16:00:00,0.1
CSUD,PV_roof_ex,2019-04-02 17:00:00,0.029
CSUD,PV_roof_ex,2019-04-02 18:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 19:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 20:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 21:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 22:00:00,0.0
CSUD,PV_roof_ex,2019-04-02 23:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 00:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 01:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 02:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 03:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 04:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 05:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 06:00:00,0.016
CSUD,PV_roof_ex,2019-04-03 07:00:00,0.093
CSUD,PV_roof_ex,2019-04-03 08:00:00,0.234
CSUD,PV_roof_ex,2019-04-03 09:00:00,0.298
CSUD,PV_roof_ex,2019-04-03 10:00:00,0.347
CSUD,PV_roof_ex,2019-04-03 11:00:00,0.383
CSUD,PV_roof_ex,2019-04-03 12:00:00,0.424
CSUD,PV_roof_ex,2019-04-03 13:00:00,0.38
CSUD,PV_roof_ex,2019-04-03 14:00:00,0.277
CSUD,PV_roof_ex,2019-04-03 15:00:00,0.253
CSUD,PV_roof_ex,2019-04-03 16:00:00,0.165
CSUD,PV_roof_ex,2019-04-03 17:00:00,0.054
CSUD,PV_roof_ex,2019-04-03 18:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 19:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 20:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 21:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 22:00:00,0.0
CSUD,PV_roof_ex,2019-04-03 23:00:00,0.0
CSUD,Wind_PP_ex,2019-04-01 00:00:00,0.015
CSUD,Wind_PP_ex,2019-04-01 01:00:00,0.018
CSUD,Wind_PP_ex,2019-04-01 02:00:00,0.022
CSUD,Wind_PP_ex,2019-04-01 03:00:00,0.027
CSUD,Wind_PP_ex,2019-04-01 04:00:00,0.034
CSUD,Wind_PP_ex,2019-04-01 05:00:00,0.04
CSUD,Wind_PP_ex,2019-04-01 06:00:00,0.045
CSUD,Wind_PP_ex,2019-04-01 07:00:00,0.04
CSUD,Wind_PP_ex,2019-04-01 08:00:00,0.025
CSUD,Wind_PP_ex,2019-04-01 09:00:00,0.025
CSUD,Wind_PP_ex,2019-04-01 10:00:00,0.024
CSUD,Wind_PP_ex,2019-04-01 11:00:00,0.018
CSUD,Wind_PP_ex,2019-04-01 12:00:00,0.017
CSUD,Wind_PP_ex,2019-04-01 13:00:00,0.023
CSUD,Wind_PP_ex,2019-04-01 14:00:00,0.027
CSUD,Wind_PP_ex,2019-04-01 15:00:00,0.029
CSUD,Wind_PP_ex,2019-04-01 16:00:00,0.028
CSUD,Wind_PP_ex,2019-04-01 17:00:00,0.016
CSUD,Wind_PP_ex,2019-04-01 18:00:00,0.004
CSUD,Wind_PP_ex,2019-04-01 19:00:00,0.006
CSUD,Wind_PP_ex,2019-04-01 20:00:00,0.015
CSUD,Wind_PP_ex,2019-04-01 21:00:00,0.024
CSUD,Wind_PP_ex,2019-04-01 22:00:00,0.029
CSUD,Wind_PP_ex,2019-04-01 23:00:00,0.034
CSUD,Wind_PP_ex,2019-04-02 00:00:00,0.035
CSUD,Wind_PP_ex,2019-04-02 01:00:00,0.034
CSUD,Wind_PP_ex,2019-04-02 02:00:00,0.03
CSUD,Wind_PP_ex,2019-04-02 03:00:00,0.026
CSUD,Wind_PP_ex,2019-04-02 04:00:00,0.022
CSUD,Wind_PP_ex,2019-04-02 05:00:00,0.02
CSUD,Wind_PP_ex,2019-04-02 06:00:00,0.025
CSUD,Wind_PP_ex,2019-04-02 07:00:00,0.03
CSUD,Wind_PP_ex,2019-04-02 08:00:00,0.023
CSUD,Wind_PP_ex,2019-04-02 09:00:00,0.02
CSUD,Wind_PP_ex,2019-04-02 10:00:00,0.025
CSUD,Wind_PP_ex,2019-04-02 11:00:00,0.029
CSUD,Wind_PP_ex,2019-04-02 12:00:00,0.034
CSUD,Wind_PP_ex,2019-04-02 13:00:00,0.043
CSUD,Wind_PP_ex,2019-04-02 14:00:00,0.061
CSUD,Wind_PP_ex,2019-04-02 15:00:00,0.088
CSUD,Wind_PP_ex,2019-04-02 16:00:00,0.116
CSUD,Wind_PP_ex,2019-04-02 17:00:00,0.142
