locs,techs,timesteps,required_resource
SICI,demand_power,2019-04-02 12:00:00,-2035282.25
SICI,demand_power,2019-04-02 13:00:00,-1858207.5
SICI,demand_power,2019-04-02 14:00:00,-1858262.75
SICI,demand_power,2019-04-02 15:00:00,-1938409.0
SICI,demand_power,2019-04-02 16:00:00,-2041287.25
SICI,demand_power,2019-04-02 17:00:00,-2210730.5
SICI,demand_power,2019-04-02 18:00:00,-2482198.0
SICI,demand_power,2019-04-02 19:00:00,-2595954.25
SICI,demand_power,2019-04-02 20:00:00,-2500502.75
SICI,demand_power,2019-04-02 21:00:00,-2354649.5
SICI,demand_power,2019-04-02 22:00:00,-2184259.5
SICI,demand_power,2019-04-02 23:00:00,-1903553.25
SICI,demand_power,2019-04-03 00:00:00,-1707661.0
SICI,demand_power,2019-04-03 01:00:00,-1628811.25
SICI,demand_power,2019-04-03 02:00:00,-1602127.25
SICI,demand_power,2019-04-03 03:00:00,-1620166.0
SICI,demand_power,2019-04-03 04:00:00,-1744275.5
SICI,demand_power,2019-04-03 05:00:00,-1973091.75
SICI,demand_power,2019-04-03 06:00:00,-2196754.25
SICI,demand_power,2019-04-03 07:00:00,-2352935.0
SICI,demand_power,2019-04-03 08:00:00,-2480661.75
SICI,demand_power,2019-04-03 09:00:00,-2451414.25
SICI,demand_power,2019-04-03 10:00:00,-2487570.5
SICI,demand_power,2019-04-03 11:00:00,-2515821.0
SICI,demand_power,2019-04-03 12:00:00,-2504857.0
SICI,demand_power,2019-04-03 13:00:00,-2521329.0
SICI,demand_power,2019-04-03 14:00:00,-2572263.0
SICI,demand_power,2019-04-03 15:00:00,-2636292.5
SICI,demand_power,2019-04-03 16:00:00,-2511542.75
SICI,demand_power,2019-04-03 17:00:00,-2417887.0
SICI,demand_power,2019-04-03 18:00:00,-2559051.0
SICI,demand_power,2019-04-03 19:00:00,-2677750.0
SICI,demand_power,2019-04-03 20:00:00,-2496362.25
SICI,demand_power,2019-04-03 21:00:00,-2276061.75
SICI,demand_power,2019-04-03 22:00:00,-2019328.25
SICI,demand_power,2019-04-03 23:00:00,-1789314.0
SUD,demand_power,2019-04-01 00:00:00,-2224835.25
SUD,demand_power,2019-04-01 01:00:00,-2094852.25
SUD,demand_power,2019-04-01 02:00:00,-1949685.75
SUD,demand_power,2019-04-01 03:00:00,-2042675.0
SUD,demand_power,2019-04-01 04:00:00,-2164337.25
SUD,demand_power,2019-04-01 05:00:00,-2286481.25
SUD,demand_power,2019-04-01 06:00:00,-2520519.5
SUD,demand_power,2019-04-01 07:00:00,-3046721.0
SUD,demand_power,2019-04-01 08:00:00,-3249068.75
SUD,demand_power,2019-04-01 09:00:00,-3320061.5
SUD,demand_power,2019-04-01 10:00:00,-3090538.5
SUD,demand_power,2019-04-01 11:00:00,-2683542.0
SUD,demand_power,2019-04-01 12:00:00,-2552904.0
SUD,demand_power,2019-04-01 13:00:00,-2158299.75
SUD,demand_power,2019-04-01 14:00:00,-2501162.75
SUD,demand_power,2019-04-01 15:00:00,-2859082.0
SUD,demand_power,2019-04-01 16:00:00,-3053898.75
SUD,demand_power,2019-04-01 17:00:00,-2780567.5
SUD,demand_power,2019-04-01 18:00:00,-3107790.75
SUD,demand_power,2019-04-01 19:00:00,-3412436.5
SUD,demand_power,2019-04-01 20:00:00,-3186298.25
SUD,demand_power,2019-04-01 21:00:00,-3031195.75
SUD,demand_power,2019-04-01 22:00:00,-2413630.5
SUD,demand_power,2019-04-01 23:00:00,-2132435.75
SUD,demand_power,2019-04-02 00:00:00,-1917232.75
SUD,demand_power,2019-04-02 01:00:00,-2006772.75
SUD,demand_power,2019-04-02 02:00:00,-1999685.5
SUD,demand_power,2019-04-02 03:00:00,-1956093.25
SUD,demand_power,2019-04-02 04:00:00,-2006588.5
SUD,demand_power,2019-04-02 05:00:00,-2045713.25
SUD,demand_power,2019-04-02 06:00:00,-2032610.0
SUD,demand_power,2019-04-02 07:00:00,-2370237.0
SUD,demand_power,2019-04-02 08:00:00,-2833580.5
SUD,demand_power,2019-04-02 09:00:00,-2779216.25
SUD,demand_power,2019-04-02 10:00:00,-2664813.75
SUD,demand_power,2019-04-02 11:00:00,-2815390.75
SUD,demand_power,2019-04-02 12:00:00,-2385412.25
