Time,VIE,MAZZ,SARD_SE,SARD_NE,SML
01/01/2019 00:00:00,0.881,0.82,0.672,0.192,0.72
01/01/2019 01:00:00,0.885,0.878,0.675,0.252,0.68
01/01/2019 02:00:00,0.884,0.915,0.675,0.331,0.677
01/01/2019 03:00:00,0.889,0.939,0.661,0.395,0.686
01/01/2019 04:00:00,0.893,0.949,0.63,0.433,0.691
01/01/2019 05:00:00,0.889,0.948,0.602,0.445,0.688
01/01/2019 06:00:00,0.864,0.94,0.609,0.447,0.666
01/01/2019 07:00:00,0.807,0.92,0.615,0.436,0.601
01/01/2019 08:00:00,0.705,0.892,0.598,0.391,0.503
01/01/2019 09:00:00,0.571,0.875,0.583,0.328,0.398
01/01/2019 10:00:00,0.433,0.862,0.503,0.24,0.316
01/01/2019 11:00:00,0.368,0.845,0.374,0.142,0.316
01/01/2019 12:00:00,0.395,0.821,0.252,0.072,0.346
01/01/2019 13:00:00,0.433,0.8,0.162,0.028,0.468
01/01/2019 14:00:00,0.466,0.786,0.087,0.014,0.603
01/01/2019 15:00:00,0.472,0.757,0.048,0.014,0.701
01/01/2019 16:00:00,0.461,0.71,0.065,0.035,0.747
01/01/2019 17:00:00,0.457,0.643,0.133,0.076,0.77
01/01/2019 18:00:00,0.458,0.57,0.218,0.14,0.791
01/01/2019 19:00:00,0.448,0.502,0.291,0.22,0.812
01/01/2019 20:00:00,0.432,0.454,0.362,0.286,0.822
01/01/2019 21:00:00,0.432,0.447,0.432,0.32,0.815
01/01/2019 22:00:00,0.438,0.451,0.504,0.348,0.785
01/01/2019 23:00:00,0.448,0.43,0.615,0.385,0.729
02/01/2019 00:00:00,0.447,0.39,0.704,0.418,0.668
02/01/2019 01:00:00,0.442,0.352,0.785,0.45,0.635
02/01/2019 02:00:00,0.449,0.339,0.844,0.475,0.622
02/01/2019 03:00:00,0.444,0.334,0.885,0.503,0.574
02/01/2019 04:00:00,0.433,0.345,0.912,0.506,0.49
02/01/2019 05:00:00,0.468,0.426,0.92,0.444,0.404
02/01/2019 06:00:00,0.523,0.566,0.909,0.312,0.328
02/01/2019 07:00:00,0.568,0.693,0.873,0.185,0.262
02/01/2019 08:00:00,0.613,0.765,0.856,0.123,0.225
02/01/2019 09:00:00,0.695,0.809,0.867,0.146,0.214
02/01/2019 10:00:00,0.753,0.849,0.867,0.235,0.205
02/01/2019 11:00:00,0.778,0.868,0.846,0.368,0.186
02/01/2019 12:00:00,0.881,0.882,0.746,0.568,0.152
02/01/2019 13:00:00,0.951,0.882,0.53,0.695,0.136
02/01/2019 14:00:00,0.962,0.856,0.346,0.698,0.124
02/01/2019 15:00:00,0.953,0.844,0.249,0.721,0.12
02/01/2019 16:00:00,0.947,0.86,0.238,0.801,0.162
02/01/2019 17:00:00,0.958,0.894,0.342,0.872,0.22
02/01/2019 18:00:00,0.972,0.933,0.517,0.913,0.267
02/01/2019 19:00:00,0.978,0.97,0.663,0.928,0.355
02/01/2019 20:00:00,0.973,0.988,0.73,0.926,0.566
02/01/2019 21:00:00,0.968,0.991,0.77,0.908,0.814
02/01/2019 22:00:00,0.964,0.991,0.788,0.866,0.941
02/01/2019 23:00:00,0.962,0.991,0.783,0.805,0.983
03/01/2019 00:00:00,0.963,0.989,0.766,0.731,0.99
03/01/2019 01:00:00,0.966,0.984,0.756,0.669,0.99
03/01/2019 02:00:00,0.973,0.981,0.739,0.646,0.983
03/01/2019 03:00:00,0.985,0.981,0.732,0.713,0.969
03/01/2019 04:00:00,0.991,0.978,0.745,0.802,0.959
03/01/2019 05:00:00,0.991,0.972,0.756,0.846,0.962
03/01/2019 06:00:00,0.991,0.963,0.779,0.861,0.969
03/01/2019 07:00:00,0.991,0.951,0.797,0.854,0.973
03/01/2019 08:00:00,0.989,0.944,0.804,0.813,0.971
03/01/2019 09:00:00,0.981,0.943,0.822,0.724,0.968
03/01/2019 10:00:00,0.966,0.941,0.768,0.593,0.968
03/01/2019 11:00:00,0.958,0.938,0.682,0.459,0.973
03/01/2019 12:00:00,0.958,0.933,0.571,0.337,0.98
03/01/2019 13:00:00,0.964,0.923,0.45,0.242,0.984
03/01/2019 14:00:00,0.971,0.911,0.357,0.171,0.986
03/01/2019 15:00:00,0.978,0.894,0.341,0.145,0.985
03/01/2019 16:00:00,0.983,0.886,0.345,0.134,0.978
03/01/2019 17:00:00,0.986,0.883,0.343,0.133,0.959
03/01/2019 18:00:00,0.986,0.88,0.35,0.137,0.925
03/01/2019 19:00:00,0.982,0.877,0.358,0.135,0.876
03/01/2019 20:00:00,0.973,0.871,0.355,0.133,0.841
03/01/2019 21:00:00,0.967,0.873,0.324,0.128,0.837
03/01/2019 22:00:00,0.969,0.886,0.284,0.115,0.857
03/01/2019 23:00:00,0.967,0.901,0.259,0.1,0.877
04/01/2019 00:00:00,0.96,0.91,0.233,0.082,0.888
04/01/2019 01:00:00,0.954,0.905,0.2,0.067,0.89
04/01/2019 02:00:00,0.958,0.881,0.162,0.068,0.889
04/01/2019 03:00:00,0.963,0.823,0.147,0.107,0.884
04/01/2019 04:00:00,0.965,0.72,0.157,0.19,0.87
04/01/2019 05:00:00,0.966,0.603,0.181,0.27,0.852
04/01/2019 06:00:00,0.966,0.484,0.22,0.305,0.832
04/01/2019 07:00:00,0.964,0.392,0.28,0.297,0.808
04/01/2019 08:00:00,0.957,0.355,0.325,0.279,0.776
04/01/2019 09:00:00,0.938,0.407,0.329,0.265,0.758
04/01/2019 10:00:00,0.911,0.55,0.322,0.269,0.76
04/01/2019 11:00:00,0.897,0.692,0.32,0.278,0.781
04/01/2019 12:00:00,0.893,0.777,0.325,0.289,0.814
04/01/2019 13:00:00,0.893,0.797,0.328,0.34,0.844
04/01/2019 14:00:00,0.896,0.768,0.334,0.395,0.86
04/01/2019 15:00:00,0.903,0.711,0.37,0.425,0.861
04/01/2019 16:00:00,0.906,0.655,0.401,0.41,0.856
04/01/2019 17:00:00,0.902,0.591,0.447,0.351,0.847
04/01/2019 18:00:00,0.891,0.531,0.516,0.286,0.835
04/01/2019 19:00:00,0.874,0.495,0.575,0.22,0.817
04/01/2019 20:00:00,0.851,0.51,0.59,0.143,0.796
04/01/2019 21:00:00,0.827,0.557,0.553,0.067,0.786
04/01/2019 22:00:00,0.809,0.637,0.484,0.012,0.793
04/01/2019 23:00:00,0.8,0.728,0.4,0.01,0.821
05/01/2019 00:00:00,0.796,0.793,0.32,0.029,0.85
05/01/2019 01:00:00,0.808,0.837,0.261,0.076,0.874
05/01/2019 02:00:00,0.821,0.862,0.213,0.145,0.889
05/01/2019 03:00:00,0.823,0.878,0.206,0.212,0.89
05/01/2019 04:00:00,0.818,0.891,0.208,0.246,0.889
05/01/2019 05:00:00,0.798,0.901,0.189,0.261,0.894
05/01/2019 06:00:00,0.76,0.9,0.163,0.277,0.89
05/01/2019 07:00:00,0.704,0.877,0.14,0.3,0.872
05/01/2019 08:00:00,0.642,0.831,0.123,0.281,0.843
05/01/2019 09:00:00,0.571,0.792,0.137,0.289,0.836
05/01/2019 10:00:00,0.518,0.768,0.227,0.343,0.846
05/01/2019 11:00:00,0.521,0.768,0.358,0.377,0.845
05/01/2019 12:00:00,0.532,0.776,0.491,0.387,0.829
05/01/2019 13:00:00,0.568,0.788,0.566,0.374,0.809
05/01/2019 14:00:00,0.623,0.795,0.592,0.369,0.804
05/01/2019 15:00:00,0.653,0.788,0.625,0.422,0.816
05/01/2019 16:00:00,0.656,0.75,0.679,0.506,0.812
05/01/2019 17:00:00,0.655,0.685,0.712,0.58,0.788
05/01/2019 18:00:00,0.689,0.624,0.739,0.606,0.759
05/01/2019 19:00:00,0.755,0.57,0.754,0.591,0.748
05/01/2019 20:00:00,0.808,0.55,0.77,0.541,0.749
05/01/2019 21:00:00,0.834,0.543,0.768,0.464,0.762
05/01/2019 22:00:00,0.853,0.556,0.748,0.362,0.757
05/01/2019 23:00:00,0.853,0.635,0.722,0.253,0.732
06/01/2019 00:00:00,0.844,0.694,0.668,0.164,0.704
06/01/2019 01:00:00,0.848,0.702,0.579,0.118,0.683
06/01/2019 02:00:00,0.849,0.693,0.488,0.089,0.671
06/01/2019 03:00:00,0.853,0.675,0.398,0.064,0.633
06/01/2019 04:00:00,0.86,0.639,0.296,0.045,0.591
06/01/2019 05:00:00,0.848,0.587,0.225,0.039,0.596
06/01/2019 06:00:00,0.793,0.525,0.179,0.037,0.666
06/01/2019 07:00:00,0.708,0.444,0.134,0.035,0.763
06/01/2019 08:00:00,0.61,0.364,0.084,0.03,0.853
06/01/2019 09:00:00,0.551,0.317,0.062,0.015,0.923
06/01/2019 10:00:00,0.545,0.322,0.065,0.011,0.96
06/01/2019 11:00:00,0.601,0.334,0.055,0.011,0.972
06/01/2019 12:00:00,0.654,0.325,0.041,0.011,0.971
06/01/2019 13:00:00,0.682,0.302,0.03,0.015,0.961
06/01/2019 14:00:00,0.72,0.264,0.025,0.025,0.948
06/01/2019 15:00:00,0.777,0.206,0.019,0.042,0.938
06/01/2019 16:00:00,0.827,0.14,0.017,0.054,0.932
06/01/2019 17:00:00,0.871,0.095,0.019,0.047,0.933
06/01/2019 18:00:00,0.89,0.068,0.028,0.042,0.933
06/01/2019 19:00:00,0.882,0.05,0.043,0.035,0.932
06/01/2019 20:00:00,0.857,0.045,0.068,0.026,0.938
06/01/2019 21:00:00,0.839,0.05,0.093,0.018,0.951
06/01/2019 22:00:00,0.822,0.062,0.119,0.011,0.961
06/01/2019 23:00:00,0.801,0.078,0.144,0.007,0.967
07/01/2019 00:00:00,0.778,0.095,0.167,0.009,0.97
07/01/2019 01:00:00,0.779,0.121,0.183,0.016,0.971
07/01/2019 02:00:00,0.827,0.159,0.192,0.031,0.968
07/01/2019 03:00:00,0.878,0.192,0.183,0.05,0.964
07/01/2019 04:00:00,0.909,0.21,0.16,0.065,0.963
07/01/2019 05:00:00,0.93,0.216,0.128,0.071,0.961
07/01/2019 06:00:00,0.933,0.202,0.09,0.074,0.955
07/01/2019 07:00:00,0.916,0.168,0.053,0.079,0.943
07/01/2019 08:00:00,0.879,0.109,0.014,0.071,0.937
07/01/2019 09:00:00,0.809,0.077,0.001,0.045,0.942
07/01/2019 10:00:00,0.715,0.09,0.002,0.042,0.949
07/01/2019 11:00:00,0.658,0.15,0.013,0.047,0.956
07/01/2019 12:00:00,0.642,0.241,0.019,0.057,0.959
07/01/2019 13:00:00,0.629,0.332,0.019,0.072,0.958
07/01/2019 14:00:00,0.611,0.398,0.028,0.089,0.95
07/01/2019 15:00:00,0.635,0.432,0.054,0.113,0.944
07/01/2019 16:00:00,0.675,0.432,0.085,0.124,0.939
07/01/2019 17:00:00,0.698,0.414,0.107,0.131,0.934
07/01/2019 18:00:00,0.695,0.386,0.116,0.126,0.931
07/01/2019 19:00:00,0.662,0.342,0.115,0.112,0.926
07/01/2019 20:00:00,0.604,0.285,0.108,0.087,0.916
07/01/2019 21:00:00,0.528,0.242,0.104,0.067,0.888
07/01/2019 22:00:00,0.44,0.207,0.102,0.06,0.836
07/01/2019 23:00:00,0.348,0.165,0.106,0.068,0.778
08/01/2019 00:00:00,0.267,0.116,0.121,0.087,0.729
08/01/2019 01:00:00,0.19,0.073,0.149,0.124,0.687
08/01/2019 02:00:00,0.118,0.044,0.187,0.185,0.652
08/01/2019 03:00:00,0.055,0.027,0.225,0.253,0.646
08/01/2019 04:00:00,0.016,0.02,0.264,0.311,0.637
08/01/2019 05:00:00,0.004,0.026,0.302,0.345,0.605
08/01/2019 06:00:00,0.004,0.055,0.325,0.364,0.566
08/01/2019 07:00:00,0.026,0.104,0.312,0.396,0.516
08/01/2019 08:00:00,0.054,0.175,0.285,0.454,0.449
08/01/2019 09:00:00,0.098,0.272,0.351,0.51,0.37
08/01/2019 10:00:00,0.164,0.345,0.442,0.566,0.289
08/01/2019 11:00:00,0.243,0.38,0.574,0.656,0.21
08/01/2019 12:00:00,0.311,0.399,0.698,0.762,0.123
08/01/2019 13:00:00,0.345,0.415,0.8,0.832,0.056
08/01/2019 14:00:00,0.388,0.432,0.868,0.857,0.026
08/01/2019 15:00:00,0.456,0.475,0.896,0.846,0.011
08/01/2019 16:00:00,0.51,0.568,0.911,0.82,0.008
08/01/2019 17:00:00,0.518,0.679,0.922,0.814,0.025
08/01/2019 18:00:00,0.466,0.772,0.955,0.793,0.08
08/01/2019 19:00:00,0.391,0.84,0.979,0.772,0.187
08/01/2019 20:00:00,0.334,0.895,0.99,0.687,0.343
08/01/2019 21:00:00,0.341,0.927,0.991,0.59,0.525
08/01/2019 22:00:00,0.374,0.943,0.99,0.521,0.665
08/01/2019 23:00:00,0.388,0.953,0.99,0.476,0.739
09/01/2019 00:00:00,0.376,0.959,0.989,0.481,0.775
09/01/2019 01:00:00,0.332,0.968,0.989,0.503,0.789
09/01/2019 02:00:00,0.296,0.976,0.99,0.544,0.778
09/01/2019 03:00:00,0.272,0.983,0.99,0.648,0.739
09/01/2019 04:00:00,0.255,0.988,0.991,0.731,0.679
09/01/2019 05:00:00,0.264,0.99,0.99,0.732,0.636
09/01/2019 06:00:00,0.328,0.991,0.982,0.708,0.666
09/01/2019 07:00:00,0.391,0.991,0.964,0.677,0.777
09/01/2019 08:00:00,0.461,0.991,0.944,0.605,0.889
09/01/2019 09:00:00,0.552,0.99,0.941,0.478,0.939
09/01/2019 10:00:00,0.639,0.989,0.924,0.356,0.942
09/01/2019 11:00:00,0.704,0.988,0.914,0.299,0.935
09/01/2019 12:00:00,0.746,0.983,0.92,0.268,0.905
09/01/2019 13:00:00,0.774,0.974,0.932,0.259,0.817
09/01/2019 14:00:00,0.777,0.966,0.939,0.27,0.676
09/01/2019 15:00:00,0.751,0.96,0.95,0.366,0.587
09/01/2019 16:00:00,0.738,0.958,0.963,0.528,0.527
09/01/2019 17:00:00,0.738,0.959,0.976,0.633,0.469
09/01/2019 18:00:00,0.737,0.965,0.979,0.668,0.462
09/01/2019 19:00:00,0.725,0.974,0.978,0.669,0.502
09/01/2019 20:00:00,0.692,0.982,0.968,0.705,0.545
09/01/2019 21:00:00,0.678,0.988,0.937,0.753,0.53
09/01/2019 22:00:00,0.695,0.99,0.877,0.758,0.449
09/01/2019 23:00:00,0.724,0.991,0.809,0.726,0.311
10/01/2019 00:00:00,0.739,0.991,0.737,0.696,0.148
10/01/2019 01:00:00,0.758,0.991,0.682,0.681,0.028
10/01/2019 02:00:00,0.808,0.991,0.684,0.666,0.001
10/01/2019 03:00:00,0.803,0.987,0.719,0.676,0.02
10/01/2019 04:00:00,0.777,0.971,0.709,0.7,0.073
10/01/2019 05:00:00,0.774,0.947,0.651,0.715,0.223
10/01/2019 06:00:00,0.809,0.921,0.594,0.734,0.423
10/01/2019 07:00:00,0.845,0.888,0.58,0.763,0.464
10/01/2019 08:00:00,0.818,0.847,0.551,0.785,0.727
10/01/2019 09:00:00,0.748,0.809,0.607,0.774,0.916
10/01/2019 10:00:00,0.749,0.776,0.56,0.724,0.911
10/01/2019 11:00:00,0.819,0.755,0.444,0.63,0.835
10/01/2019 12:00:00,0.875,0.75,0.352,0.51,0.705
10/01/2019 13:00:00,0.894,0.738,0.299,0.421,0.69
10/01/2019 14:00:00,0.88,0.727,0.263,0.388,0.75
10/01/2019 15:00:00,0.856,0.726,0.259,0.404,0.762
10/01/2019 16:00:00,0.829,0.733,0.29,0.414,0.72
10/01/2019 17:00:00,0.794,0.728,0.343,0.431,0.622
10/01/2019 18:00:00,0.741,0.715,0.386,0.444,0.497
10/01/2019 19:00:00,0.669,0.689,0.413,0.44,0.404
10/01/2019 20:00:00,0.596,0.651,0.432,0.43,0.315
10/01/2019 21:00:00,0.532,0.586,0.448,0.422,0.247
10/01/2019 22:00:00,0.484,0.496,0.449,0.425,0.221
10/01/2019 23:00:00,0.479,0.399,0.442,0.434,0.223
11/01/2019 00:00:00,0.498,0.311,0.428,0.432,0.233
11/01/2019 01:00:00,0.535,0.251,0.411,0.402,0.243
11/01/2019 02:00:00,0.581,0.223,0.402,0.362,0.243
11/01/2019 03:00:00,0.61,0.215,0.445,0.378,0.228
11/01/2019 04:00:00,0.62,0.22,0.521,0.461,0.202
11/01/2019 05:00:00,0.615,0.221,0.591,0.559,0.179
11/01/2019 06:00:00,0.597,0.22,0.657,0.624,0.161
11/01/2019 07:00:00,0.566,0.213,0.7,0.645,0.145
11/01/2019 08:00:00,0.523,0.199,0.703,0.628,0.104
11/01/2019 09:00:00,0.487,0.204,0.782,0.58,0.076
11/01/2019 10:00:00,0.464,0.233,0.795,0.522,0.079
11/01/2019 11:00:00,0.454,0.26,0.8,0.467,0.101
11/01/2019 12:00:00,0.448,0.285,0.809,0.443,0.144
11/01/2019 13:00:00,0.444,0.33,0.811,0.444,0.216
11/01/2019 14:00:00,0.447,0.395,0.795,0.467,0.273
11/01/2019 15:00:00,0.468,0.464,0.77,0.507,0.334
11/01/2019 16:00:00,0.498,0.521,0.765,0.517,0.391
11/01/2019 17:00:00,0.522,0.564,0.77,0.526,0.468
11/01/2019 18:00:00,0.523,0.595,0.773,0.55,0.558
11/01/2019 19:00:00,0.517,0.602,0.77,0.573,0.651
11/01/2019 20:00:00,0.504,0.599,0.768,0.584,0.731
11/01/2019 21:00:00,0.487,0.622,0.758,0.56,0.782
11/01/2019 22:00:00,0.481,0.673,0.75,0.501,0.813
11/01/2019 23:00:00,0.499,0.729,0.747,0.446,0.844
12/01/2019 00:00:00,0.535,0.766,0.737,0.379,0.878
12/01/2019 01:00:00,0.57,0.765,0.72,0.313,0.91
12/01/2019 02:00:00,0.603,0.74,0.701,0.258,0.938
12/01/2019 03:00:00,0.644,0.746,0.687,0.225,0.958
12/01/2019 04:00:00,0.657,0.828,0.659,0.208,0.969
12/01/2019 05:00:00,0.618,0.9,0.615,0.185,0.973
12/01/2019 06:00:00,0.596,0.925,0.571,0.164,0.969
12/01/2019 07:00:00,0.636,0.913,0.501,0.166,0.952
12/01/2019 08:00:00,0.675,0.87,0.394,0.168,0.916
12/01/2019 09:00:00,0.695,0.822,0.391,0.155,0.892
12/01/2019 10:00:00,0.721,0.812,0.436,0.142,0.911
12/01/2019 11:00:00,0.753,0.836,0.446,0.154,0.936
12/01/2019 12:00:00,0.775,0.866,0.442,0.184,0.952
12/01/2019 13:00:00,0.788,0.881,0.459,0.223,0.959
12/01/2019 14:00:00,0.794,0.895,0.505,0.278,0.962
12/01/2019 15:00:00,0.795,0.903,0.573,0.352,0.963
12/01/2019 16:00:00,0.785,0.905,0.654,0.419,0.957
12/01/2019 17:00:00,0.76,0.896,0.686,0.475,0.945
12/01/2019 18:00:00,0.728,0.875,0.685,0.517,0.929
12/01/2019 19:00:00,0.669,0.848,0.658,0.526,0.905
12/01/2019 20:00:00,0.583,0.828,0.627,0.526,0.878
12/01/2019 21:00:00,0.494,0.81,0.613,0.575,0.845
12/01/2019 22:00:00,0.4,0.786,0.628,0.685,0.807
12/01/2019 23:00:00,0.325,0.754,0.678,0.795,0.759
13/01/2019 00:00:00,0.319,0.706,0.766,0.861,0.697
13/01/2019 01:00:00,0.28,0.658,0.821,0.88,0.639
13/01/2019 02:00:00,0.179,0.633,0.866,0.903,0.618
13/01/2019 03:00:00,0.099,0.637,0.913,0.926,0.613
13/01/2019 04:00:00,0.087,0.643,0.947,0.935,0.566
13/01/2019 05:00:00,0.117,0.654,0.959,0.926,0.464
13/01/2019 06:00:00,0.162,0.668,0.97,0.893,0.346
13/01/2019 07:00:00,0.192,0.679,0.981,0.744,0.27
13/01/2019 08:00:00,0.199,0.718,0.988,0.602,0.236
13/01/2019 09:00:00,0.211,0.781,0.991,0.528,0.228
13/01/2019 10:00:00,0.249,0.851,0.99,0.412,0.226
13/01/2019 11:00:00,0.278,0.902,0.99,0.355,0.247
13/01/2019 12:00:00,0.296,0.933,0.99,0.345,0.285
13/01/2019 13:00:00,0.328,0.947,0.991,0.339,0.323
13/01/2019 14:00:00,0.367,0.96,0.99,0.355,0.352
13/01/2019 15:00:00,0.361,0.968,0.982,0.378,0.361
13/01/2019 16:00:00,0.234,0.967,0.97,0.414,0.341
13/01/2019 17:00:00,0.116,0.955,0.956,0.453,0.308
13/01/2019 18:00:00,0.053,0.934,0.941,0.512,0.264
13/01/2019 19:00:00,0.037,0.914,0.933,0.59,0.22
13/01/2019 20:00:00,0.061,0.9,0.937,0.674,0.203
13/01/2019 21:00:00,0.139,0.887,0.955,0.706,0.219
13/01/2019 22:00:00,0.276,0.871,0.974,0.756,0.239
13/01/2019 23:00:00,0.422,0.856,0.984,0.822,0.235
14/01/2019 00:00:00,0.525,0.831,0.989,0.893,0.204
14/01/2019 01:00:00,0.594,0.816,0.991,0.936,0.192
14/01/2019 02:00:00,0.656,0.831,0.991,0.968,0.204
14/01/2019 03:00:00,0.61,0.853,0.99,0.981,0.192
14/01/2019 04:00:00,0.556,0.891,0.985,0.987,0.131
14/01/2019 05:00:00,0.505,0.935,0.972,0.99,0.108
14/01/2019 06:00:00,0.435,0.961,0.942,0.991,0.164
14/01/2019 07:00:00,0.371,0.977,0.898,0.99,0.238
14/01/2019 08:00:00,0.355,0.989,0.89,0.985,0.286
14/01/2019 09:00:00,0.35,0.99,0.903,0.969,0.328
14/01/2019 10:00:00,0.334,0.976,0.93,0.943,0.309
14/01/2019 11:00:00,0.334,0.964,0.965,0.907,0.226
14/01/2019 12:00:00,0.394,0.961,0.987,0.853,0.143
14/01/2019 13:00:00,0.506,0.968,0.989,0.776,0.087
14/01/2019 14:00:00,0.581,0.984,0.963,0.678,0.051
14/01/2019 15:00:00,0.61,0.991,0.908,0.605,0.085
14/01/2019 16:00:00,0.605,0.988,0.865,0.563,0.206
14/01/2019 17:00:00,0.583,0.971,0.837,0.531,0.32
14/01/2019 18:00:00,0.566,0.938,0.817,0.532,0.413
14/01/2019 19:00:00,0.541,0.902,0.8,0.528,0.479
14/01/2019 20:00:00,0.479,0.884,0.785,0.513,0.588
14/01/2019 21:00:00,0.4,0.894,0.788,0.488,0.755
14/01/2019 22:00:00,0.32,0.914,0.795,0.432,0.885
14/01/2019 23:00:00,0.27,0.926,0.777,0.366,0.938
15/01/2019 00:00:00,0.341,0.927,0.739,0.317,0.947
15/01/2019 01:00:00,0.61,0.911,0.676,0.289,0.941
15/01/2019 02:00:00,0.832,0.903,0.615,0.273,0.951
15/01/2019 03:00:00,0.758,0.888,0.536,0.27,0.968
15/01/2019 04:00:00,0.795,0.865,0.444,0.279,0.975
15/01/2019 05:00:00,0.9,0.831,0.35,0.365,0.978
15/01/2019 06:00:00,0.906,0.809,0.266,0.491,0.977
15/01/2019 07:00:00,0.871,0.781,0.203,0.478,0.981
15/01/2019 08:00:00,0.808,0.763,0.136,0.414,0.989
15/01/2019 09:00:00,0.743,0.759,0.088,0.341,0.991
15/01/2019 10:00:00,0.694,0.745,0.059,0.232,0.991
15/01/2019 11:00:00,0.654,0.73,0.041,0.135,0.989
15/01/2019 12:00:00,0.633,0.701,0.035,0.069,0.985
15/01/2019 13:00:00,0.635,0.65,0.043,0.045,0.977
15/01/2019 14:00:00,0.7,0.603,0.065,0.051,0.97
15/01/2019 15:00:00,0.781,0.595,0.096,0.084,0.975
15/01/2019 16:00:00,0.788,0.587,0.125,0.124,0.982
15/01/2019 17:00:00,0.718,0.525,0.154,0.179,0.988
15/01/2019 18:00:00,0.556,0.435,0.175,0.236,0.99
15/01/2019 19:00:00,0.344,0.344,0.181,0.289,0.988
15/01/2019 20:00:00,0.153,0.262,0.187,0.332,0.981
15/01/2019 21:00:00,0.043,0.207,0.209,0.358,0.961
15/01/2019 22:00:00,0.005,0.176,0.232,0.38,0.911
15/01/2019 23:00:00,0.013,0.156,0.239,0.391,0.824
16/01/2019 00:00:00,0.076,0.155,0.233,0.385,0.682
16/01/2019 01:00:00,0.196,0.17,0.228,0.364,0.489
16/01/2019 02:00:00,0.341,0.195,0.238,0.339,0.341
16/01/2019 03:00:00,0.432,0.205,0.251,0.309,0.278
16/01/2019 04:00:00,0.471,0.201,0.278,0.278,0.274
16/01/2019 05:00:00,0.485,0.197,0.323,0.265,0.272
16/01/2019 06:00:00,0.487,0.2,0.378,0.279,0.252
16/01/2019 07:00:00,0.432,0.215,0.424,0.292,0.219
16/01/2019 08:00:00,0.337,0.228,0.447,0.294,0.176
16/01/2019 09:00:00,0.28,0.267,0.481,0.294,0.139
16/01/2019 10:00:00,0.208,0.283,0.466,0.266,0.138
16/01/2019 11:00:00,0.141,0.279,0.442,0.221,0.147
16/01/2019 12:00:00,0.091,0.263,0.388,0.175,0.148
16/01/2019 13:00:00,0.054,0.246,0.332,0.127,0.14
16/01/2019 14:00:00,0.027,0.244,0.3,0.087,0.124
16/01/2019 15:00:00,0.017,0.259,0.294,0.067,0.096
16/01/2019 16:00:00,0.034,0.281,0.305,0.069,0.071
16/01/2019 17:00:00,0.077,0.311,0.33,0.087,0.06
16/01/2019 18:00:00,0.136,0.336,0.358,0.118,0.058
16/01/2019 19:00:00,0.196,0.36,0.367,0.148,0.058
16/01/2019 20:00:00,0.241,0.38,0.347,0.186,0.052
16/01/2019 21:00:00,0.272,0.424,0.364,0.211,0.053
16/01/2019 22:00:00,0.31,0.474,0.407,0.22,0.057
16/01/2019 23:00:00,0.346,0.511,0.422,0.211,0.055
17/01/2019 00:00:00,0.38,0.532,0.396,0.187,0.05
17/01/2019 01:00:00,0.417,0.535,0.325,0.161,0.049
17/01/2019 02:00:00,0.454,0.525,0.233,0.137,0.051
17/01/2019 03:00:00,0.454,0.495,0.179,0.118,0.04
17/01/2019 04:00:00,0.432,0.464,0.153,0.103,0.02
17/01/2019 05:00:00,0.414,0.447,0.136,0.093,0.009
17/01/2019 06:00:00,0.411,0.444,0.124,0.088,0.008
17/01/2019 07:00:00,0.391,0.449,0.117,0.088,0.013
17/01/2019 08:00:00,0.341,0.457,0.112,0.076,0.031
17/01/2019 09:00:00,0.341,0.481,0.125,0.067,0.076
17/01/2019 10:00:00,0.335,0.484,0.133,0.101,0.134
17/01/2019 11:00:00,0.311,0.46,0.148,0.175,0.19
17/01/2019 12:00:00,0.27,0.413,0.155,0.262,0.235
17/01/2019 13:00:00,0.248,0.362,0.152,0.316,0.274
17/01/2019 14:00:00,0.254,0.314,0.142,0.346,0.313
17/01/2019 15:00:00,0.275,0.295,0.139,0.363,0.328
17/01/2019 16:00:00,0.302,0.309,0.144,0.413,0.32
17/01/2019 17:00:00,0.339,0.33,0.147,0.454,0.33
17/01/2019 18:00:00,0.382,0.361,0.153,0.498,0.371
17/01/2019 19:00:00,0.428,0.398,0.159,0.558,0.432
17/01/2019 20:00:00,0.459,0.432,0.166,0.618,0.492
17/01/2019 21:00:00,0.491,0.45,0.18,0.667,0.535
17/01/2019 22:00:00,0.534,0.448,0.201,0.707,0.547
17/01/2019 23:00:00,0.58,0.435,0.22,0.725,0.545
18/01/2019 00:00:00,0.624,0.41,0.225,0.758,0.513
18/01/2019 01:00:00,0.663,0.376,0.22,0.778,0.463
18/01/2019 02:00:00,0.697,0.334,0.215,0.779,0.413
18/01/2019 03:00:00,0.692,0.269,0.206,0.794,0.363
18/01/2019 04:00:00,0.681,0.203,0.19,0.837,0.337
18/01/2019 05:00:00,0.679,0.147,0.175,0.865,0.333
18/01/2019 06:00:00,0.673,0.106,0.163,0.873,0.334
18/01/2019 07:00:00,0.629,0.079,0.154,0.862,0.342
18/01/2019 08:00:00,0.544,0.071,0.142,0.85,0.358
18/01/2019 09:00:00,0.562,0.08,0.139,0.867,0.407
18/01/2019 10:00:00,0.567,0.097,0.133,0.861,0.464
18/01/2019 11:00:00,0.513,0.118,0.149,0.851,0.488
18/01/2019 12:00:00,0.446,0.133,0.175,0.844,0.456
18/01/2019 13:00:00,0.389,0.136,0.225,0.837,0.398
18/01/2019 14:00:00,0.344,0.131,0.337,0.814,0.357
