Time,VIE,MAZZ,SARD_SE,SARD_NE,SML
28/10/2019 00:00:00,0.133,0.144,0.06,0.07,0.434
28/10/2019 01:00:00,0.138,0.137,0.086,0.084,0.447
28/10/2019 02:00:00,0.145,0.124,0.112,0.096,0.456
28/10/2019 03:00:00,0.143,0.111,0.131,0.108,0.454
28/10/2019 04:00:00,0.14,0.094,0.142,0.123,0.447
28/10/2019 05:00:00,0.139,0.083,0.148,0.139,0.433
28/10/2019 06:00:00,0.136,0.08,0.145,0.153,0.406
28/10/2019 07:00:00,0.117,0.076,0.124,0.14,0.364
28/10/2019 08:00:00,0.087,0.072,0.101,0.131,0.332
28/10/2019 09:00:00,0.09,0.058,0.073,0.134,0.304
28/10/2019 10:00:00,0.101,0.035,0.038,0.127,0.291
28/10/2019 11:00:00,0.112,0.014,0.013,0.116,0.288
28/10/2019 12:00:00,0.121,0.006,0.004,0.103,0.286
28/10/2019 13:00:00,0.13,0.003,0.001,0.092,0.289
28/10/2019 14:00:00,0.138,0.001,0.001,0.087,0.29
28/10/2019 15:00:00,0.151,0.006,0.016,0.083,0.285
28/10/2019 16:00:00,0.142,0.044,0.056,0.079,0.272
28/10/2019 17:00:00,0.108,0.068,0.053,0.076,0.241
28/10/2019 18:00:00,0.081,0.088,0.03,0.074,0.207
28/10/2019 19:00:00,0.074,0.108,0.009,0.077,0.173
28/10/2019 20:00:00,0.095,0.114,0.002,0.092,0.147
28/10/2019 21:00:00,0.119,0.103,0.009,0.114,0.135
28/10/2019 22:00:00,0.125,0.08,0.027,0.136,0.134
28/10/2019 23:00:00,0.108,0.059,0.03,0.149,0.143
29/10/2019 00:00:00,0.079,0.041,0.022,0.155,0.152
29/10/2019 01:00:00,0.05,0.022,0.014,0.157,0.147
29/10/2019 02:00:00,0.029,0.011,0.011,0.152,0.126
29/10/2019 03:00:00,0.016,0.007,0.013,0.132,0.099
29/10/2019 04:00:00,0.012,0.005,0.025,0.112,0.07
29/10/2019 05:00:00,0.019,0.006,0.051,0.1,0.045
29/10/2019 06:00:00,0.034,0.007,0.084,0.093,0.024
29/10/2019 07:00:00,0.032,0.007,0.105,0.086,0.004
29/10/2019 08:00:00,0.024,0.008,0.134,0.089,0.001
29/10/2019 09:00:00,0.02,0.015,0.137,0.109,0.001
29/10/2019 10:00:00,0.015,0.033,0.118,0.133,0.003
29/10/2019 11:00:00,0.005,0.063,0.103,0.158,0.004
29/10/2019 12:00:00,0.001,0.09,0.101,0.179,0.003
29/10/2019 13:00:00,0.001,0.095,0.12,0.194,0.003
29/10/2019 14:00:00,0.019,0.087,0.157,0.204,0.011
29/10/2019 15:00:00,0.101,0.094,0.215,0.204,0.024
29/10/2019 16:00:00,0.158,0.112,0.297,0.201,0.039
29/10/2019 17:00:00,0.16,0.121,0.365,0.201,0.053
29/10/2019 18:00:00,0.136,0.122,0.402,0.199,0.065
29/10/2019 19:00:00,0.107,0.124,0.418,0.205,0.072
29/10/2019 20:00:00,0.082,0.132,0.42,0.22,0.069
29/10/2019 21:00:00,0.059,0.131,0.419,0.255,0.063
29/10/2019 22:00:00,0.044,0.115,0.413,0.305,0.058
29/10/2019 23:00:00,0.035,0.094,0.405,0.352,0.056
30/10/2019 00:00:00,0.027,0.075,0.398,0.393,0.06
30/10/2019 01:00:00,0.017,0.059,0.388,0.422,0.071
30/10/2019 02:00:00,0.015,0.047,0.377,0.448,0.09
30/10/2019 03:00:00,0.032,0.04,0.355,0.465,0.118
30/10/2019 04:00:00,0.042,0.029,0.328,0.449,0.149
30/10/2019 05:00:00,0.048,0.019,0.298,0.417,0.172
30/10/2019 06:00:00,0.047,0.014,0.264,0.391,0.184
30/10/2019 07:00:00,0.041,0.008,0.212,0.352,0.187
30/10/2019 08:00:00,0.035,0.011,0.204,0.364,0.177
30/10/2019 09:00:00,0.03,0.026,0.202,0.362,0.144
30/10/2019 10:00:00,0.027,0.068,0.199,0.363,0.112
30/10/2019 11:00:00,0.038,0.114,0.19,0.362,0.091
30/10/2019 12:00:00,0.067,0.162,0.175,0.369,0.084
30/10/2019 13:00:00,0.096,0.2,0.169,0.38,0.084
30/10/2019 14:00:00,0.118,0.217,0.201,0.391,0.087
30/10/2019 15:00:00,0.129,0.219,0.267,0.382,0.101
30/10/2019 16:00:00,0.134,0.218,0.395,0.361,0.112
30/10/2019 17:00:00,0.133,0.203,0.517,0.335,0.118
30/10/2019 18:00:00,0.132,0.188,0.577,0.296,0.118
30/10/2019 19:00:00,0.137,0.186,0.582,0.266,0.111
30/10/2019 20:00:00,0.152,0.201,0.561,0.241,0.106
30/10/2019 21:00:00,0.17,0.219,0.513,0.225,0.112
30/10/2019 22:00:00,0.179,0.237,0.449,0.225,0.125
30/10/2019 23:00:00,0.168,0.252,0.397,0.235,0.148
31/10/2019 00:00:00,0.169,0.251,0.369,0.258,0.179
31/10/2019 01:00:00,0.194,0.241,0.371,0.281,0.21
31/10/2019 02:00:00,0.223,0.231,0.384,0.296,0.231
31/10/2019 03:00:00,0.221,0.233,0.379,0.3,0.238
31/10/2019 04:00:00,0.192,0.241,0.346,0.299,0.237
31/10/2019 05:00:00,0.155,0.246,0.308,0.306,0.231
31/10/2019 06:00:00,0.117,0.245,0.277,0.309,0.21
31/10/2019 07:00:00,0.088,0.243,0.251,0.281,0.183
31/10/2019 08:00:00,0.075,0.252,0.243,0.271,0.158
31/10/2019 09:00:00,0.064,0.256,0.264,0.254,0.154
31/10/2019 10:00:00,0.058,0.26,0.311,0.233,0.18
31/10/2019 11:00:00,0.056,0.281,0.383,0.238,0.217
31/10/2019 12:00:00,0.058,0.32,0.453,0.257,0.245
31/10/2019 13:00:00,0.065,0.352,0.488,0.265,0.257
31/10/2019 14:00:00,0.074,0.368,0.513,0.248,0.252
31/10/2019 15:00:00,0.089,0.362,0.491,0.22,0.24
31/10/2019 16:00:00,0.108,0.334,0.308,0.202,0.237
31/10/2019 17:00:00,0.119,0.312,0.185,0.18,0.23
31/10/2019 18:00:00,0.115,0.318,0.3,0.155,0.218
31/10/2019 19:00:00,0.099,0.311,0.454,0.131,0.21
31/10/2019 20:00:00,0.079,0.284,0.519,0.117,0.188
31/10/2019 21:00:00,0.066,0.283,0.504,0.117,0.157
31/10/2019 22:00:00,0.061,0.315,0.446,0.114,0.134
31/10/2019 23:00:00,0.059,0.338,0.4,0.096,0.114
01/11/2019 00:00:00,0.063,0.341,0.392,0.077,0.095
01/11/2019 01:00:00,0.074,0.318,0.388,0.07,0.084
01/11/2019 02:00:00,0.094,0.281,0.381,0.078,0.072
01/11/2019 03:00:00,0.108,0.253,0.367,0.098,0.061
01/11/2019 04:00:00,0.105,0.278,0.343,0.125,0.049
01/11/2019 05:00:00,0.097,0.338,0.314,0.163,0.034
01/11/2019 06:00:00,0.088,0.367,0.318,0.204,0.019
01/11/2019 07:00:00,0.084,0.33,0.325,0.213,0.007
01/11/2019 08:00:00,0.083,0.276,0.337,0.201,0.007
01/11/2019 09:00:00,0.094,0.229,0.367,0.171,0.015
01/11/2019 10:00:00,0.112,0.179,0.343,0.13,0.029
01/11/2019 11:00:00,0.118,0.106,0.272,0.097,0.048
01/11/2019 12:00:00,0.127,0.041,0.254,0.081,0.064
01/11/2019 13:00:00,0.134,0.018,0.256,0.058,0.074
01/11/2019 14:00:00,0.132,0.034,0.241,0.04,0.086
01/11/2019 15:00:00,0.133,0.098,0.251,0.041,0.11
01/11/2019 16:00:00,0.144,0.156,0.322,0.059,0.137
01/11/2019 17:00:00,0.157,0.212,0.425,0.066,0.181
01/11/2019 18:00:00,0.156,0.25,0.519,0.065,0.245
01/11/2019 19:00:00,0.146,0.264,0.566,0.076,0.341
01/11/2019 20:00:00,0.144,0.279,0.569,0.11,0.455
01/11/2019 21:00:00,0.149,0.278,0.547,0.16,0.56
01/11/2019 22:00:00,0.163,0.245,0.521,0.212,0.636
01/11/2019 23:00:00,0.201,0.184,0.464,0.249,0.673
02/11/2019 00:00:00,0.25,0.119,0.386,0.283,0.672
02/11/2019 01:00:00,0.311,0.069,0.314,0.311,0.651
02/11/2019 02:00:00,0.373,0.041,0.253,0.32,0.623
02/11/2019 03:00:00,0.42,0.031,0.206,0.305,0.593
02/11/2019 04:00:00,0.475,0.031,0.176,0.273,0.573
02/11/2019 05:00:00,0.535,0.037,0.167,0.245,0.577
02/11/2019 06:00:00,0.568,0.049,0.189,0.228,0.595
02/11/2019 07:00:00,0.55,0.065,0.238,0.208,0.63
02/11/2019 08:00:00,0.563,0.088,0.371,0.243,0.678
02/11/2019 09:00:00,0.559,0.106,0.501,0.315,0.726
02/11/2019 10:00:00,0.506,0.123,0.593,0.414,0.772
02/11/2019 11:00:00,0.458,0.147,0.645,0.495,0.812
02/11/2019 12:00:00,0.45,0.17,0.649,0.519,0.837
02/11/2019 13:00:00,0.494,0.181,0.626,0.51,0.856
02/11/2019 14:00:00,0.562,0.17,0.607,0.494,0.872
02/11/2019 15:00:00,0.621,0.163,0.606,0.46,0.88
02/11/2019 16:00:00,0.624,0.198,0.63,0.407,0.879
02/11/2019 17:00:00,0.633,0.289,0.672,0.352,0.887
02/11/2019 18:00:00,0.663,0.428,0.701,0.323,0.895
02/11/2019 19:00:00,0.682,0.572,0.736,0.305,0.896
02/11/2019 20:00:00,0.704,0.677,0.795,0.297,0.891
02/11/2019 21:00:00,0.7,0.739,0.831,0.339,0.897
02/11/2019 22:00:00,0.685,0.765,0.855,0.396,0.908
02/11/2019 23:00:00,0.674,0.768,0.856,0.454,0.913
03/11/2019 00:00:00,0.69,0.737,0.844,0.523,0.918
03/11/2019 01:00:00,0.69,0.687,0.813,0.563,0.926
03/11/2019 02:00:00,0.675,0.655,0.795,0.616,0.934
03/11/2019 03:00:00,0.692,0.625,0.796,0.625,0.94
03/11/2019 04:00:00,0.729,0.619,0.802,0.624,0.945
03/11/2019 05:00:00,0.787,0.658,0.815,0.642,0.953
03/11/2019 06:00:00,0.842,0.722,0.84,0.668,0.956
03/11/2019 07:00:00,0.877,0.805,0.874,0.707,0.96
03/11/2019 08:00:00,0.894,0.886,0.912,0.763,0.964
03/11/2019 09:00:00,0.919,0.909,0.957,0.83,0.961
03/11/2019 10:00:00,0.936,0.904,0.961,0.911,0.959
03/11/2019 11:00:00,0.949,0.895,0.962,0.926,0.959
03/11/2019 12:00:00,0.959,0.881,0.968,0.942,0.959
03/11/2019 13:00:00,0.951,0.872,0.975,0.955,0.958
03/11/2019 14:00:00,0.93,0.866,0.983,0.956,0.956
03/11/2019 15:00:00,0.927,0.84,0.985,0.934,0.953
03/11/2019 16:00:00,0.951,0.827,0.986,0.922,0.953
03/11/2019 17:00:00,0.958,0.678,0.981,0.951,0.959
03/11/2019 18:00:00,0.969,0.442,0.954,0.975,0.966
03/11/2019 19:00:00,0.974,0.274,0.913,0.987,0.973
03/11/2019 20:00:00,0.976,0.228,0.885,0.991,0.978
03/11/2019 21:00:00,0.971,0.345,0.856,0.99,0.983
03/11/2019 22:00:00,0.97,0.566,0.869,0.985,0.986
03/11/2019 23:00:00,0.966,0.814,0.867,0.98,0.986
04/11/2019 00:00:00,0.965,0.913,0.854,0.979,0.986
04/11/2019 01:00:00,0.968,0.945,0.829,0.983,0.986
04/11/2019 02:00:00,0.963,0.939,0.789,0.988,0.98
04/11/2019 03:00:00,0.938,0.91,0.782,0.991,0.968
04/11/2019 04:00:00,0.919,0.87,0.817,0.989,0.948
04/11/2019 05:00:00,0.901,0.824,0.845,0.986,0.932
04/11/2019 06:00:00,0.871,0.767,0.867,0.977,0.929
04/11/2019 07:00:00,0.879,0.695,0.886,0.96,0.935
04/11/2019 08:00:00,0.91,0.668,0.95,0.967,0.932
04/11/2019 09:00:00,0.905,0.689,0.952,0.961,0.889
04/11/2019 10:00:00,0.866,0.729,0.938,0.947,0.812
04/11/2019 11:00:00,0.788,0.755,0.917,0.935,0.724
04/11/2019 12:00:00,0.653,0.758,0.894,0.924,0.651
04/11/2019 13:00:00,0.513,0.734,0.879,0.915,0.593
04/11/2019 14:00:00,0.441,0.691,0.875,0.907,0.55
04/11/2019 15:00:00,0.45,0.62,0.877,0.897,0.544
04/11/2019 16:00:00,0.519,0.552,0.87,0.866,0.586
04/11/2019 17:00:00,0.618,0.512,0.852,0.833,0.617
04/11/2019 18:00:00,0.728,0.508,0.839,0.796,0.628
04/11/2019 19:00:00,0.793,0.494,0.816,0.778,0.644
04/11/2019 20:00:00,0.787,0.432,0.788,0.806,0.664
04/11/2019 21:00:00,0.772,0.376,0.765,0.826,0.66
04/11/2019 22:00:00,0.757,0.374,0.782,0.829,0.627
04/11/2019 23:00:00,0.733,0.433,0.826,0.815,0.583
05/11/2019 00:00:00,0.707,0.534,0.858,0.807,0.523
05/11/2019 01:00:00,0.7,0.635,0.887,0.792,0.456
05/11/2019 02:00:00,0.712,0.72,0.911,0.814,0.385
05/11/2019 03:00:00,0.733,0.785,0.923,0.844,0.332
05/11/2019 04:00:00,0.763,0.842,0.926,0.857,0.334
05/11/2019 05:00:00,0.795,0.881,0.917,0.88,0.394
05/11/2019 06:00:00,0.812,0.903,0.913,0.905,0.494
05/11/2019 07:00:00,0.806,0.924,0.907,0.927,0.61
05/11/2019 08:00:00,0.839,0.938,0.929,0.951,0.716
05/11/2019 09:00:00,0.863,0.93,0.935,0.965,0.773
05/11/2019 10:00:00,0.884,0.912,0.93,0.962,0.805
05/11/2019 11:00:00,0.925,0.887,0.931,0.951,0.838
05/11/2019 12:00:00,0.943,0.85,0.936,0.929,0.866
05/11/2019 13:00:00,0.943,0.796,0.939,0.901,0.893
05/11/2019 14:00:00,0.939,0.704,0.947,0.877,0.914
05/11/2019 15:00:00,0.936,0.54,0.943,0.846,0.929
05/11/2019 16:00:00,0.938,0.379,0.931,0.819,0.936
05/11/2019 17:00:00,0.933,0.264,0.922,0.823,0.939
05/11/2019 18:00:00,0.924,0.168,0.918,0.84,0.936
05/11/2019 19:00:00,0.914,0.099,0.913,0.857,0.931
05/11/2019 20:00:00,0.903,0.066,0.863,0.862,0.925
05/11/2019 21:00:00,0.889,0.067,0.771,0.86,0.931
05/11/2019 22:00:00,0.853,0.107,0.684,0.871,0.938
05/11/2019 23:00:00,0.812,0.277,0.612,0.873,0.942
06/11/2019 00:00:00,0.777,0.586,0.585,0.874,0.942
06/11/2019 01:00:00,0.788,0.725,0.593,0.866,0.938
06/11/2019 02:00:00,0.803,0.697,0.6,0.849,0.929
06/11/2019 03:00:00,0.765,0.591,0.586,0.82,0.9
06/11/2019 04:00:00,0.686,0.487,0.575,0.791,0.867
06/11/2019 05:00:00,0.656,0.379,0.569,0.781,0.837
06/11/2019 06:00:00,0.697,0.311,0.568,0.781,0.8
06/11/2019 07:00:00,0.678,0.379,0.53,0.764,0.788
06/11/2019 08:00:00,0.65,0.488,0.561,0.788,0.799
06/11/2019 09:00:00,0.626,0.494,0.586,0.836,0.792
06/11/2019 10:00:00,0.633,0.397,0.61,0.838,0.795
06/11/2019 11:00:00,0.616,0.281,0.649,0.844,0.798
06/11/2019 12:00:00,0.573,0.275,0.675,0.856,0.779
06/11/2019 13:00:00,0.519,0.139,0.693,0.856,0.73
06/11/2019 14:00:00,0.462,0.059,0.661,0.844,0.692
06/11/2019 15:00:00,0.427,0.101,0.652,0.822,0.703
06/11/2019 16:00:00,0.354,0.236,0.672,0.791,0.752
06/11/2019 17:00:00,0.321,0.292,0.675,0.758,0.806
06/11/2019 18:00:00,0.339,0.424,0.655,0.762,0.839
06/11/2019 19:00:00,0.336,0.314,0.642,0.801,0.848
06/11/2019 20:00:00,0.362,0.289,0.663,0.84,0.831
06/11/2019 21:00:00,0.407,0.24,0.685,0.87,0.766
06/11/2019 22:00:00,0.442,0.179,0.706,0.89,0.653
06/11/2019 23:00:00,0.476,0.27,0.722,0.898,0.544
07/11/2019 00:00:00,0.425,0.322,0.726,0.904,0.408
07/11/2019 01:00:00,0.36,0.532,0.718,0.907,0.259
07/11/2019 02:00:00,0.374,0.668,0.682,0.905,0.161
07/11/2019 03:00:00,0.334,0.778,0.63,0.879,0.16
07/11/2019 04:00:00,0.242,0.836,0.575,0.815,0.209
07/11/2019 05:00:00,0.143,0.841,0.509,0.716,0.107
07/11/2019 06:00:00,0.08,0.807,0.429,0.61,0.015
07/11/2019 07:00:00,0.041,0.741,0.343,0.485,0.05
07/11/2019 08:00:00,0.02,0.697,0.32,0.42,0.155
07/11/2019 09:00:00,0.017,0.671,0.31,0.362,0.368
07/11/2019 10:00:00,0.018,0.675,0.358,0.325,0.632
07/11/2019 11:00:00,0.019,0.694,0.464,0.333,0.793
07/11/2019 12:00:00,0.02,0.709,0.558,0.367,0.866
07/11/2019 13:00:00,0.023,0.713,0.604,0.398,0.875
07/11/2019 14:00:00,0.029,0.702,0.604,0.386,0.824
07/11/2019 15:00:00,0.035,0.666,0.56,0.338,0.698
07/11/2019 16:00:00,0.04,0.616,0.479,0.305,0.528
07/11/2019 17:00:00,0.038,0.532,0.448,0.32,0.407
07/11/2019 18:00:00,0.034,0.414,0.501,0.38,0.315
07/11/2019 19:00:00,0.032,0.309,0.59,0.473,0.253
07/11/2019 20:00:00,0.034,0.251,0.668,0.54,0.211
07/11/2019 21:00:00,0.035,0.243,0.691,0.587,0.212
07/11/2019 22:00:00,0.036,0.283,0.74,0.626,0.25
07/11/2019 23:00:00,0.047,0.348,0.808,0.672,0.329
08/11/2019 00:00:00,0.063,0.422,0.868,0.723,0.46
08/11/2019 01:00:00,0.068,0.494,0.901,0.766,0.612
08/11/2019 02:00:00,0.077,0.572,0.906,0.773,0.708
08/11/2019 03:00:00,0.114,0.642,0.876,0.676,0.71
08/11/2019 04:00:00,0.199,0.714,0.851,0.709,0.682
08/11/2019 05:00:00,0.346,0.793,0.82,0.758,0.64
08/11/2019 06:00:00,0.467,0.849,0.786,0.678,0.574
08/11/2019 07:00:00,0.472,0.87,0.746,0.598,0.509
08/11/2019 08:00:00,0.489,0.89,0.706,0.547,0.465
08/11/2019 09:00:00,0.513,0.884,0.826,0.534,0.379
08/11/2019 10:00:00,0.541,0.859,0.872,0.566,0.299
08/11/2019 11:00:00,0.547,0.841,0.769,0.613,0.27
08/11/2019 12:00:00,0.553,0.819,0.791,0.65,0.271
08/11/2019 13:00:00,0.59,0.766,0.839,0.678,0.286
08/11/2019 14:00:00,0.649,0.682,0.844,0.706,0.328
08/11/2019 15:00:00,0.666,0.616,0.817,0.727,0.42
08/11/2019 16:00:00,0.678,0.599,0.778,0.739,0.532
08/11/2019 17:00:00,0.669,0.578,0.764,0.75,0.628
08/11/2019 18:00:00,0.704,0.533,0.766,0.757,0.699
08/11/2019 19:00:00,0.756,0.45,0.759,0.762,0.755
08/11/2019 20:00:00,0.803,0.401,0.789,0.749,0.8
08/11/2019 21:00:00,0.826,0.423,0.799,0.718,0.825
08/11/2019 22:00:00,0.804,0.454,0.777,0.677,0.829
08/11/2019 23:00:00,0.763,0.541,0.748,0.632,0.83
09/11/2019 00:00:00,0.71,0.633,0.718,0.573,0.829
09/11/2019 01:00:00,0.678,0.63,0.68,0.485,0.832
09/11/2019 02:00:00,0.653,0.51,0.662,0.389,0.84
09/11/2019 03:00:00,0.627,0.352,0.662,0.278,0.835
09/11/2019 04:00:00,0.602,0.264,0.652,0.177,0.825
09/11/2019 05:00:00,0.566,0.25,0.632,0.111,0.813
09/11/2019 06:00:00,0.516,0.278,0.612,0.076,0.805
09/11/2019 07:00:00,0.417,0.337,0.631,0.061,0.812
09/11/2019 08:00:00,0.316,0.476,0.69,0.046,0.839
09/11/2019 09:00:00,0.223,0.652,0.777,0.034,0.846
09/11/2019 10:00:00,0.154,0.785,0.828,0.038,0.84
09/11/2019 11:00:00,0.101,0.84,0.86,0.061,0.834
09/11/2019 12:00:00,0.058,0.855,0.895,0.099,0.829
09/11/2019 13:00:00,0.034,0.868,0.919,0.144,0.824
09/11/2019 14:00:00,0.024,0.896,0.93,0.192,0.821
09/11/2019 15:00:00,0.008,0.911,0.937,0.249,0.824
09/11/2019 16:00:00,0.013,0.922,0.923,0.297,0.836
09/11/2019 17:00:00,0.03,0.916,0.886,0.313,0.868
09/11/2019 18:00:00,0.054,0.899,0.852,0.328,0.915
09/11/2019 19:00:00,0.058,0.894,0.87,0.343,0.947
09/11/2019 20:00:00,0.075,0.897,0.874,0.346,0.945
09/11/2019 21:00:00,0.131,0.906,0.873,0.374,0.898
09/11/2019 22:00:00,0.286,0.908,0.871,0.423,0.829
09/11/2019 23:00:00,0.522,0.9,0.861,0.501,0.885
10/11/2019 00:00:00,0.603,0.888,0.82,0.584,0.863
10/11/2019 01:00:00,0.626,0.876,0.707,0.636,0.756
10/11/2019 02:00:00,0.621,0.858,0.476,0.644,0.557
10/11/2019 03:00:00,0.541,0.818,0.224,0.565,0.371
10/11/2019 04:00:00,0.437,0.748,0.079,0.395,0.328
10/11/2019 05:00:00,0.407,0.644,0.062,0.187,0.374
10/11/2019 06:00:00,0.412,0.537,0.188,0.045,0.459
10/11/2019 07:00:00,0.401,0.501,0.399,0.021,0.523
10/11/2019 08:00:00,0.379,0.599,0.598,0.104,0.568
10/11/2019 09:00:00,0.36,0.695,0.77,0.202,0.566
10/11/2019 10:00:00,0.355,0.75,0.804,0.319,0.547
10/11/2019 11:00:00,0.337,0.779,0.826,0.491,0.522
10/11/2019 12:00:00,0.252,0.801,0.86,0.661,0.456
10/11/2019 13:00:00,0.137,0.85,0.856,0.763,0.346
10/11/2019 14:00:00,0.046,0.891,0.853,0.809,0.237
10/11/2019 15:00:00,0.003,0.914,0.829,0.842,0.169
10/11/2019 16:00:00,0.009,0.924,0.799,0.871,0.179
10/11/2019 17:00:00,0.065,0.929,0.791,0.886,0.245
10/11/2019 18:00:00,0.131,0.941,0.837,0.895,0.325
10/11/2019 19:00:00,0.2,0.957,0.831,0.895,0.382
10/11/2019 20:00:00,0.25,0.961,0.775,0.89,0.417
10/11/2019 21:00:00,0.281,0.958,0.718,0.88,0.455
10/11/2019 22:00:00,0.307,0.93,0.663,0.868,0.47
10/11/2019 23:00:00,0.332,0.866,0.606,0.847,0.449
11/11/2019 00:00:00,0.355,0.829,0.567,0.825,0.415
11/11/2019 01:00:00,0.358,0.845,0.538,0.792,0.388
11/11/2019 02:00:00,0.371,0.866,0.516,0.749,0.381
11/11/2019 03:00:00,0.404,0.873,0.529,0.692,0.378
11/11/2019 04:00:00,0.426,0.867,0.555,0.665,0.376
11/11/2019 05:00:00,0.425,0.85,0.586,0.712,0.394
11/11/2019 06:00:00,0.409,0.806,0.635,0.789,0.431
11/11/2019 07:00:00,0.374,0.75,0.687,0.836,0.466
11/11/2019 08:00:00,0.344,0.657,0.699,0.841,0.496
11/11/2019 09:00:00,0.379,0.64,0.703,0.86,0.519
11/11/2019 10:00:00,0.411,0.643,0.712,0.852,0.544
11/11/2019 11:00:00,0.473,0.493,0.695,0.829,0.573
11/11/2019 12:00:00,0.558,0.3,0.604,0.822,0.61
11/11/2019 13:00:00,0.676,0.095,0.364,0.742,0.658
11/11/2019 14:00:00,0.775,0.062,0.199,0.557,0.718
11/11/2019 15:00:00,0.809,0.258,0.479,0.539,0.788
11/11/2019 16:00:00,0.836,0.506,0.638,0.682,0.826
11/11/2019 17:00:00,0.84,0.568,0.664,0.609,0.847
11/11/2019 18:00:00,0.814,0.408,0.581,0.437,0.882
11/11/2019 19:00:00,0.793,0.293,0.4,0.253,0.907
11/11/2019 20:00:00,0.817,0.375,0.193,0.113,0.907
11/11/2019 21:00:00,0.831,0.513,0.042,0.021,0.911
11/11/2019 22:00:00,0.851,0.184,0.033,0.002,0.923
11/11/2019 23:00:00,0.905,0.413,0.295,0.093,0.948
12/11/2019 00:00:00,0.959,0.553,0.436,0.273,0.967
12/11/2019 01:00:00,0.975,0.457,0.593,0.374,0.98
12/11/2019 02:00:00,0.981,0.22,0.72,0.536,0.991
12/11/2019 03:00:00,0.981,0.076,0.788,0.667,0.986
12/11/2019 04:00:00,0.981,0.069,0.858,0.729,0.953
12/11/2019 05:00:00,0.99,0.148,0.857,0.755,0.899
12/11/2019 06:00:00,0.965,0.285,0.86,0.809,0.84
12/11/2019 07:00:00,0.926,0.525,0.889,0.784,0.756
12/11/2019 08:00:00,0.955,0.772,0.929,0.706,0.823
12/11/2019 09:00:00,0.98,0.934,0.958,0.692,0.942
12/11/2019 10:00:00,0.98,0.984,0.973,0.73,0.987
12/11/2019 11:00:00,0.982,0.991,0.987,0.77,0.991
12/11/2019 12:00:00,0.984,0.977,0.991,0.786,0.988
12/11/2019 13:00:00,0.988,0.978,0.989,0.834,0.988
12/11/2019 14:00:00,0.991,0.99,0.986,0.892,0.99
12/11/2019 15:00:00,0.988,0.936,0.983,0.93,0.991
12/11/2019 16:00:00,0.987,0.955,0.98,0.941,0.991
12/11/2019 17:00:00,0.989,0.965,0.984,0.928,0.991
12/11/2019 18:00:00,0.991,0.962,0.99,0.901,0.99
12/11/2019 19:00:00,0.991,0.984,0.99,0.851,0.982
12/11/2019 20:00:00,0.991,0.991,0.984,0.737,0.982
12/11/2019 21:00:00,0.991,0.989,0.979,0.621,0.98
12/11/2019 22:00:00,0.991,0.991,0.974,0.642,0.974
12/11/2019 23:00:00,0.991,0.991,0.97,0.732,0.971
13/11/2019 00:00:00,0.988,0.991,0.972,0.824,0.961
13/11/2019 01:00:00,0.979,0.991,0.971,0.914,0.945
13/11/2019 02:00:00,0.982,0.989,0.971,0.964,0.937
13/11/2019 03:00:00,0.991,0.987,0.982,0.982,0.95
13/11/2019 04:00:00,0.987,0.986,0.989,0.985,0.961
13/11/2019 05:00:00,0.977,0.986,0.99,0.982,0.969
13/11/2019 06:00:00,0.961,0.982,0.974,0.976,0.983
13/11/2019 07:00:00,0.943,0.975,0.938,0.973,0.991
13/11/2019 08:00:00,0.948,0.961,0.902,0.968,0.99
13/11/2019 09:00:00,0.936,0.935,0.834,0.959,0.984
13/11/2019 10:00:00,0.901,0.896,0.75,0.952,0.97
13/11/2019 11:00:00,0.839,0.849,0.722,0.944,0.941
13/11/2019 12:00:00,0.701,0.78,0.723,0.926,0.893
13/11/2019 13:00:00,0.487,0.71,0.695,0.9,0.825
13/11/2019 14:00:00,0.275,0.674,0.628,0.863,0.751
13/11/2019 15:00:00,0.169,0.676,0.523,0.828,0.693
13/11/2019 16:00:00,0.162,0.667,0.415,0.781,0.643
13/11/2019 17:00:00,0.248,0.618,0.328,0.693,0.596
13/11/2019 18:00:00,0.433,0.568,0.281,0.566,0.552
13/11/2019 19:00:00,0.624,0.512,0.231,0.455,0.497
13/11/2019 20:00:00,0.724,0.504,0.337,0.393,0.432
13/11/2019 21:00:00,0.745,0.636,0.454,0.358,0.369
13/11/2019 22:00:00,0.733,0.82,0.261,0.347,0.301
13/11/2019 23:00:00,0.698,0.868,0.005,0.333,0.236
14/11/2019 00:00:00,0.629,0.746,0.209,0.337,0.185
14/11/2019 01:00:00,0.506,0.585,0.631,0.376,0.146
14/11/2019 02:00:00,0.362,0.618,0.863,0.444,0.115
14/11/2019 03:00:00,0.228,0.661,0.875,0.428,0.089
14/11/2019 04:00:00,0.134,0.678,0.77,0.378,0.062
14/11/2019 05:00:00,0.084,0.672,0.635,0.397,0.034
14/11/2019 06:00:00,0.08,0.618,0.525,0.41,0.012
14/11/2019 07:00:00,0.109,0.539,0.38,0.328,0.003
14/11/2019 08:00:00,0.155,0.503,0.262,0.212,0.017
14/11/2019 09:00:00,0.227,0.498,0.192,0.125,0.047
14/11/2019 10:00:00,0.293,0.558,0.19,0.142,0.073
14/11/2019 11:00:00,0.323,0.699,0.22,0.176,0.102
14/11/2019 12:00:00,0.314,0.808,0.27,0.179,0.111
14/11/2019 13:00:00,0.291,0.815,0.332,0.225,0.1
14/11/2019 14:00:00,0.254,0.749,0.439,0.289,0.088
