locs,techs,timesteps,required_resource
CNOR,demand_power,2019-01-08 02:00:00,-1997155.968
CNOR,demand_power,2019-01-08 03:00:00,-1943779.537
CNOR,demand_power,2019-01-08 04:00:00,-1947565.74
CNOR,demand_power,2019-01-08 05:00:00,-1988666.764
CNOR,demand_power,2019-01-08 06:00:00,-2112344.51
CNOR,demand_power,2019-01-08 07:00:00,-2237621.419
CNOR,demand_power,2019-01-08 08:00:00,-2405948.371
CNOR,demand_power,2019-01-08 09:00:00,-2613165.087
CNOR,demand_power,2019-01-08 10:00:00,-2867930.316
CNOR,demand_power,2019-01-08 11:00:00,-2979747.098
CNOR,demand_power,2019-01-08 12:00:00,-2898874.497
CNOR,demand_power,2019-01-08 13:00:00,-2812789.961
CNOR,demand_power,2019-01-08 14:00:00,-3038293.6
CNOR,demand_power,2019-01-08 15:00:00,-3014609.05
CNOR,demand_power,2019-01-08 16:00:00,-2988714.436
CNOR,demand_power,2019-01-08 17:00:00,-3166458.454
CNOR,demand_power,2019-01-08 18:00:00,-3305449.958
CNOR,demand_power,2019-01-08 19:00:00,-3418547.745
CNOR,demand_power,2019-01-08 20:00:00,-3333376.419
CNOR,demand_power,2019-01-08 21:00:00,-3123624.903
CNOR,demand_power,2019-01-08 22:00:00,-2861882.02
CNOR,demand_power,2019-01-08 23:00:00,-2643760.609
CNOR,demand_power,2019-01-09 00:00:00,-2403403.703
CNOR,demand_power,2019-01-09 01:00:00,-2344082.736
CNOR,demand_power,2019-01-09 02:00:00,-2342283.228
CNOR,demand_power,2019-01-09 03:00:00,-2295425.752
CNOR,demand_power,2019-01-09 04:00:00,-2331937.403
CNOR,demand_power,2019-01-09 05:00:00,-2496642.912
CNOR,demand_power,2019-01-09 06:00:00,-3129196.559
CNOR,demand_power,2019-01-09 07:00:00,-3744305.625
CNOR,demand_power,2019-01-09 08:00:00,-4323429.317
CNOR,demand_power,2019-01-09 09:00:00,-4627104.202
CNOR,demand_power,2019-01-09 10:00:00,-4721971.282
CNOR,demand_power,2019-01-09 11:00:00,-4683009.154
CNOR,demand_power,2019-01-09 12:00:00,-4595744.682
CNOR,demand_power,2019-01-09 13:00:00,-4502325.163
CNOR,demand_power,2019-01-09 14:00:00,-4541666.449
CNOR,demand_power,2019-01-09 15:00:00,-4652411.24
CNOR,demand_power,2019-01-09 16:00:00,-4684825.408
CNOR,demand_power,2019-01-09 17:00:00,-4690398.859
CNOR,demand_power,2019-01-09 18:00:00,-4583566.756
CNOR,demand_power,2019-01-09 19:00:00,-4519489.861
CNOR,demand_power,2019-01-09 20:00:00,-4254789.662
CNOR,demand_power,2019-01-09 21:00:00,-3902524.773
CNOR,demand_power,2019-01-09 22:00:00,-3490273.595
CNOR,demand_power,2019-01-09 23:00:00,-3099596.179
CNOR,demand_power,2019-01-10 00:00:00,-2904659.355
CNOR,demand_power,2019-01-10 01:00:00,-2790299.999
CNOR,demand_power,2019-01-10 02:00:00,-2676148.163
CNOR,demand_power,2019-01-10 03:00:00,-2700855.963
CNOR,demand_power,2019-01-10 04:00:00,-2734584.626
CNOR,demand_power,2019-01-10 05:00:00,-2963630.468
CNOR,demand_power,2019-01-10 06:00:00,-3564772.266
CNOR,demand_power,2019-01-10 07:00:00,-4228208.795
CNOR,demand_power,2019-01-10 08:00:00,-4858470.147
CNOR,demand_power,2019-01-10 09:00:00,-5260999.258
CNOR,demand_power,2019-01-10 10:00:00,-5395820.317
CNOR,demand_power,2019-01-10 11:00:00,-5252180.832
CNOR,demand_power,2019-01-10 12:00:00,-4769025.513
CNOR,demand_power,2019-01-10 13:00:00,-4617450.611
CNOR,demand_power,2019-01-10 14:00:00,-4729528.737
CNOR,demand_power,2019-01-10 15:00:00,-4687415.826
CNOR,demand_power,2019-01-10 16:00:00,-4688796.405
CNOR,demand_power,2019-01-10 17:00:00,-4798061.641
CNOR,demand_power,2019-01-10 18:00:00,-4706498.145
CNOR,demand_power,2019-01-10 19:00:00,-4635447.484
CNOR,demand_power,2019-01-10 20:00:00,-4344594.018
CNOR,demand_power,2019-01-10 21:00:00,-4056310.038
CNOR,demand_power,2019-01-10 22:00:00,-3654679.186
CNOR,demand_power,2019-01-10 23:00:00,-3346984.562
CNOR,demand_power,2019-01-11 00:00:00,-2996577.789
CNOR,demand_power,2019-01-11 01:00:00,-2861666.426
CNOR,demand_power,2019-01-11 02:00:00,-2802152.291
CNOR,demand_power,2019-01-11 03:00:00,-2791067.885
CNOR,demand_power,2019-01-11 04:00:00,-2835083.466
CNOR,demand_power,2019-01-11 05:00:00,-3005026.626
CNOR,demand_power,2019-01-11 06:00:00,-3683590.323
CNOR,demand_power,2019-01-11 07:00:00,-4328631.085
CNOR,demand_power,2019-01-11 08:00:00,-4908643.765
CNOR,demand_power,2019-01-11 09:00:00,-5176610.769
CNOR,demand_power,2019-01-11 10:00:00,-5100141.251
CNOR,demand_power,2019-01-11 11:00:00,-5034716.07
CNOR,demand_power,2019-01-11 12:00:00,-4808727.419
CNOR,demand_power,2019-01-11 13:00:00,-4764518.969
CNOR,demand_power,2019-01-11 14:00:00,-4897544.707
CNOR,demand_power,2019-01-11 15:00:00,-4950846.383
CNOR,demand_power,2019-01-11 16:00:00,-4934331.457
CNOR,demand_power,2019-01-11 17:00:00,-4963463.869
CNOR,demand_power,2019-01-11 18:00:00,-4757654.944
CNOR,demand_power,2019-01-11 19:00:00,-4592335.544
CNOR,demand_power,2019-01-11 20:00:00,-4276738.395
CNOR,demand_power,2019-01-11 21:00:00,-3959807.912
CNOR,demand_power,2019-01-11 22:00:00,-3504571.58
CNOR,demand_power,2019-01-11 23:00:00,-3132074.636
CNOR,demand_power,2019-01-12 00:00:00,-2819939.85
CNOR,demand_power,2019-01-12 01:00:00,-2695710.112
CNOR,demand_power,2019-01-12 02:00:00,-2647906.833
CNOR,demand_power,2019-01-12 03:00:00,-2642042.435
CNOR,demand_power,2019-01-12 04:00:00,-2683698.142
CNOR,demand_power,2019-01-12 05:00:00,-2892959.863
CNOR,demand_power,2019-01-12 06:00:00,-3499360.243
CNOR,demand_power,2019-01-12 07:00:00,-4206610.513
CNOR,demand_power,2019-01-12 08:00:00,-4753182.189
CNOR,demand_power,2019-01-12 09:00:00,-5214797.535
CNOR,demand_power,2019-01-12 10:00:00,-5386706.757
CNOR,demand_power,2019-01-12 11:00:00,-5300419.784
CNOR,demand_power,2019-01-12 12:00:00,-4920790.892
CNOR,demand_power,2019-01-12 13:00:00,-4689448.869
CNOR,demand_power,2019-01-12 14:00:00,-4737947.372
CNOR,demand_power,2019-01-12 15:00:00,-4711928.963
CNOR,demand_power,2019-01-12 16:00:00,-4705054.771
