carriers,locs,lookup_loc_carriers
Power,CNOR,"CNOR::PHS_PP_new::Power,CNOR::Coal_PP_ex::Power,CNOR::Hydroror_PP_ex::Power,CNOR::CCGT_PP_ex::Power,CNOR::demand_power::Power,CNOR::Trans:NORD::Power,CNOR::Wind_on_PP_new::Power,CNOR::PV_PP_ex::Power,CNOR::Hydrodam_PP_ex::Power,CNOR::WTE_PP_ex::Power,CNOR::PV_roof_ex::Power,CNOR::Trans:SARD::Power,CNOR::Oil_PP_ex::Power,CNOR::Bio_PP_ex::Power,CNOR::PV_roof_new::Power,CNOR::Wind_off_PP_new::Power,CNOR::Geo_PP_ex::Power,CNOR::PV_PP_new::Power,CNOR::Trans:CSUD::Power,CNOR::Geo_PP_new::Power,CNOR::Wind_PP_ex::Power,CNOR::Hydroror_PP_new::Power"
Power,CSUD,"CSUD::PV_PP_ex::Power,CSUD::Trans:CNOR::Power,CSUD::Wind_off_PP_new::Power,CSUD::PHS_PP_ex::Power,CSUD::Oil_PP_ex::Power,CSUD::PV_roof_ex::Power,CSUD::WTE_PP_ex::Power,CSUD::Trans:SARD::Power,CSUD::CCGT_PP_ex::Power,CSUD::PV_roof_new::Power,CSUD::Bio_PP_ex::Power,CSUD::Hydrodam_PP_ex::Power,CSUD::Hydroror_PP_new::Power,CSUD::Wind_PP_ex::Power,CSUD::Hydroror_PP_ex::Power,CSUD::demand_power::Power,CSUD::PV_PP_new::Power,CSUD::PHS_PP_new::Power,CSUD::USC_PP_ex::Power,CSUD::Wind_on_PP_new::Power,CSUD::Trans:SUD::Power"
Power,NORD,"NORD::PHS_PP_new::Power,NORD::Hydroror_PP_new::Power,NORD::Bio_PP_ex::Power,NORD::Hydrodam_PP_ex::Power,NORD::PV_PP_new::Power,NORD::WTE_PP_ex::Power,NORD::PV_roof_new::Power,NORD::PV_roof_ex::Power,NORD::demand_power::Power,NORD::PHS_PP_ex::Power,NORD::CCGT_PP_ex::Power,NORD::PV_PP_ex::Power,NORD::Trans:CNOR::Power,NORD::Wind_off_PP_new::Power,NORD::Oil_PP_ex::Power,NORD::Wind_PP_ex::Power,NORD::Wind_on_PP_new::Power,NORD::Hydroror_PP_ex::Power"
Power,SARD,"SARD::Trans:CNOR::Power,SARD::PHS_PP_ex::Power,SARD::CCGT_PP_ex::Power,SARD::Wind_on_PP_new::Power,SARD::Oil_PP_ex::Power,SARD::Wind_PP_ex::Power,SARD::PV_PP_ex::Power,SARD::Bio_PP_ex::Power,SARD::Hydroror_PP_new::Power,SARD::WTE_PP_ex::Power,SARD::PV_roof_new::Power,SARD::PHS_PP_new::Power,SARD::Hydroror_PP_ex::Power,SARD::demand_power::Power,SARD::Wind_off_PP_new::Power,SARD::Hydrodam_PP_ex::Power,SARD::Trans:CSUD::Power,SARD::PV_roof_ex::Power,SARD::PV_PP_new::Power,SARD::Coal_PP_ex::Power"
Power,SICI,"SICI::Hydroror_PP_new::Power,SICI::Bio_PP_ex::Power,SICI::Wind_PP_ex::Power,SICI::Oil_PP_ex::Power,SICI::Wind_off_PP_new::Power,SICI::PV_roof_new::Power,SICI::Trans:SUD::Power,SICI::Wind_on_PP_new::Power,SICI::PV_roof_ex::Power,SICI::Hydrodam_PP_ex::Power,SICI::demand_power::Power,SICI::PV_PP_ex::Power,SICI::PHS_PP_ex::Power,SICI::CCGT_PP_ex::Power,SICI::PV_PP_new::Power,SICI::PHS_PP_new::Power,SICI::Hydroror_PP_ex::Power"
Power,SUD,"SUD::Hydrodam_PP_ex::Power,SUD::Wind_off_PP_new::Power,SUD::WTE_PP_ex::Power,SUD::Hydroror_PP_ex::Power,SUD::Wind_on_PP_new::Power,SUD::Oil_PP_ex::Power,SUD::Hydroror_PP_new::Power,SUD::Coal_PP_ex::Power,SUD::CCGT_PP_ex::Power,SUD::PV_roof_ex::Power,SUD::demand_power::Power,SUD::Trans:CSUD::Power,SUD::PHS_PP_new::Power,SUD::Trans:SICI::Power,SUD::PV_PP_ex::Power,SUD::Wind_PP_ex::Power,SUD::PV_roof_new::Power,SUD::PV_PP_new::Power,SUD::Bio_PP_ex::Power"
